frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,104,5
1,3,LEFT,84,160,120,5
2,3,LEFT,90,133,184,4
3,0,NOOP(refire),90,144,200,4
4,3,LEFT,182,62,216,4
5,0,NOOP,182,55,232,4
6,1,FIRE,182,55,248,4
7,1,FIRE,182,55,8,4
8,0,NOOP,182,55,24,4
9,2,RIGHT,90,133,40,4
10,2,RIGHT,0,191,56,4
11,2,RIGHT,0,191,72,4
12,3,LEFT,84,160,88,4
13,1,FIRE,84,151,104,4
14,1,FIRE,84,151,120,4
15,1,FIRE,84,151,136,4
16,3,LEFT,178,68,152,4
17,0,NOOP,178,57,168,4
18,1,FIRE,178,57,184,4
19,3,LEFT,184,55,200,4
20,3,LEFT,184,55,216,4
21,0,NOOP,184,55,232,4
22,2,RIGHT,92,131,248,4
23,2,RIGHT,0,191,8,4
24,3,LEFT,92,154,24,4
25,2,RIGHT,0,191,40,4
26,0,NOOP,0,191,56,4
27,1,FIRE,0,191,72,4
28,2,RIGHT,0,191,88,4
29,0,NOOP,0,191,104,4
30,3,LEFT,84,160,120,4
31,3,LEFT,178,68,136,4
32,3,LEFT,184,55,152,4
33,2,RIGHT,98,126,168,4
34,1,FIRE,92,142,184,4
35,1,FIRE,92,142,200,4
36,0,NOOP,92,142,216,4
37,0,NOOP,92,142,232,4
38,2,RIGHT,0,191,248,4
39,1,FIRE,0,191,8,4
40,3,LEFT,92,154,24,4
41,0,NOOP,104,131,40,4
42,3,LEFT,184,55,56,4
43,1,FIRE,184,55,72,4
44,1,FIRE,184,55,88,4
45,1,FIRE,184,55,104,4
46,0,NOOP,184,55,120,4
47,0,NOOP,184,55,136,4
48,0,NOOP,184,55,152,4
49,2,RIGHT,98,126,168,4
50,3,LEFT,184,56,184,4
51,3,LEFT,92,131,248,3
52,0,NOOP(refire),92,142,8,3
53,3,LEFT,184,62,24,3
54,0,NOOP,184,55,40,3
55,0,NOOP,184,55,56,3
56,0,NOOP,184,55,72,3
57,0,NOOP,184,55,88,3
58,2,RIGHT,92,131,104,3
59,1,FIRE,92,142,120,3
60,0,NOOP,92,142,136,3
61,0,NOOP,92,142,152,3
62,2,RIGHT,0,191,168,3
63,0,NOOP,0,191,184,3
64,1,FIRE,0,191,200,3
65,1,FIRE,0,191,216,3
66,1,FIRE,0,191,232,3
67,2,RIGHT,0,191,248,3
68,1,FIRE,0,191,8,3
69,0,NOOP,0,191,24,3
70,3,LEFT,80,166,40,3
71,3,LEFT,172,74,56,3
72,3,LEFT,184,55,72,3
73,2,RIGHT,92,131,88,3
74,2,RIGHT,0,191,104,3
75,0,NOOP,0,191,120,3
76,2,RIGHT,0,191,136,3
77,2,RIGHT,0,191,152,3
78,3,LEFT,84,160,168,3
79,0,NOOP,84,151,184,3
80,0,NOOP,84,151,200,3
81,3,LEFT,178,68,216,3
