frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,112,5
1,3,LEFT,80,166,128,5
2,3,LEFT,80,145,192,4
3,0,NOOP(refire),80,154,208,4
4,3,LEFT,172,74,224,4
5,3,LEFT,184,55,240,4
6,1,FIRE,184,55,0,4
7,3,LEFT,184,55,16,4
8,1,FIRE,184,55,32,4
9,2,RIGHT,92,131,48,4
10,2,RIGHT,0,191,64,4
11,2,RIGHT,0,191,80,4
12,3,LEFT,84,160,96,4
13,1,FIRE,84,151,112,4
14,1,FIRE,84,151,128,4
15,1,FIRE,84,151,144,4
16,1,FIRE,84,151,160,4
17,1,FIRE,84,151,176,4
18,3,LEFT,178,68,192,4
19,3,LEFT,184,55,208,4
20,3,LEFT,184,55,224,4
21,1,FIRE,184,55,240,4
22,2,RIGHT,92,131,0,4
23,2,RIGHT,0,191,16,4
24,3,LEFT,92,154,32,4
25,1,FIRE,92,143,48,4
26,3,LEFT,184,62,64,4
27,2,RIGHT,92,131,80,4
28,0,NOOP,92,142,96,4
29,0,NOOP,92,142,112,4
30,0,NOOP,92,142,128,4
31,3,LEFT,184,62,144,4
32,3,LEFT,184,55,160,4
33,3,LEFT,184,55,176,4
34,1,FIRE,184,55,192,4
35,0,NOOP,184,55,208,4
36,0,NOOP,184,55,224,4
37,3,LEFT,184,55,240,4
38,2,RIGHT,98,126,0,4
39,1,FIRE,98,136,16,4
40,0,NOOP,98,136,32,4
41,1,FIRE,98,136,48,4
42,0,NOOP,98,136,64,4
43,0,NOOP,98,136,80,4
44,0,NOOP,98,136,96,4
45,1,FIRE,98,136,112,4
46,1,FIRE,98,136,128,4
47,0,NOOP,98,136,144,4
48,0,NOOP,98,136,160,4
49,2,RIGHT,0,191,176,4
50,2,RIGHT,0,191,192,4
51,1,FIRE,0,191,208,4
52,2,RIGHT,0,191,224,4
53,0,NOOP,0,191,240,4
54,3,LEFT,84,160,0,4
55,3,LEFT,178,68,16,4
56,3,LEFT,184,55,32,4
57,2,RIGHT,98,126,48,4
58,1,FIRE,92,142,64,4
59,0,NOOP,92,142,80,4
60,3,LEFT,184,62,96,4
61,1,FIRE,184,55,112,4
62,1,FIRE,184,55,128,4
63,1,FIRE,184,55,144,4
64,0,NOOP,184,55,160,4
65,1,FIRE,184,55,176,4
66,3,LEFT,184,55,192,4
67,2,RIGHT,92,131,208,4
68,3,LEFT,184,62,224,4
69,1,FIRE,184,55,240,4
70,0,NOOP,184,55,0,4
71,3,LEFT,184,55,16,4
72,1,FIRE,184,55,32,4
73,2,RIGHT,92,131,48,4
74,0,NOOP,86,148,64,4
75,3,LEFT,178,68,80,4
76,1,FIRE,178,57,96,4
77,1,FIRE,178,57,112,4
78,3,LEFT,184,55,128,4
79,3,LEFT,184,55,144,4
