frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,112,5
1,3,LEFT,84,160,128,5
2,3,LEFT,84,139,192,4
3,0,NOOP(refire),84,150,208,4
4,3,LEFT,172,74,224,4
5,3,LEFT,184,55,240,4
6,1,FIRE,184,55,0,4
7,3,LEFT,184,55,16,4
8,1,FIRE,184,55,32,4
9,2,RIGHT,92,131,48,4
10,2,RIGHT,0,191,64,4
11,2,RIGHT,0,191,80,4
12,3,LEFT,84,160,96,4
13,1,FIRE,84,151,112,4
14,1,FIRE,84,151,128,4
15,1,FIRE,84,151,144,4
16,1,FIRE,84,151,160,4
17,1,FIRE,84,151,176,4
18,3,LEFT,172,74,192,4
19,3,LEFT,184,55,208,4
20,3,LEFT,184,55,224,4
21,1,FIRE,184,55,240,4
22,2,RIGHT,98,126,0,4
23,2,RIGHT,0,191,16,4
24,3,LEFT,86,160,32,4
25,1,FIRE,86,149,48,4
26,3,LEFT,172,74,64,4
27,3,LEFT,184,55,80,4
28,1,FIRE,184,55,96,4
29,3,LEFT,184,55,112,4
30,3,LEFT,184,55,128,4
31,3,LEFT,184,55,144,4
32,0,NOOP,184,55,160,4
33,1,FIRE,184,55,176,4
34,3,LEFT,184,55,192,4
35,1,FIRE,184,55,208,4
36,2,RIGHT,104,121,224,4
37,2,RIGHT,12,191,240,4
38,0,NOOP,12,191,0,4
39,1,FIRE,12,191,16,4
40,3,LEFT,104,142,32,4
41,3,LEFT,184,55,48,4
42,2,RIGHT,92,131,64,4
43,3,LEFT,184,62,80,4
44,0,NOOP,92,131,144,3
45,0,NOOP(refire),92,142,160,3
46,0,NOOP,92,142,176,3
47,3,LEFT,184,62,192,3
48,3,LEFT,184,55,208,3
49,3,LEFT,184,55,224,3
50,3,LEFT,184,55,240,3
51,3,LEFT,184,55,0,3
52,3,LEFT,184,55,16,3
53,2,RIGHT,92,131,32,3
54,1,FIRE,80,154,48,3
55,3,LEFT,172,74,64,3
56,3,LEFT,92,131,128,2
57,0,NOOP(refire),92,142,144,2
58,3,LEFT,184,62,160,2
59,1,FIRE,184,55,176,2
60,1,FIRE,184,55,192,2
61,1,FIRE,184,55,208,2
62,1,FIRE,184,55,224,2
63,2,RIGHT,98,126,240,2
64,2,RIGHT,0,191,0,2
65,2,RIGHT,0,191,16,2
66,3,LEFT,80,166,32,2
67,0,NOOP,80,155,48,2
68,3,LEFT,172,74,64,2
69,0,NOOP,172,63,80,2
70,3,LEFT,184,55,96,2
71,0,NOOP,184,55,112,2
72,1,FIRE,184,55,128,2
73,3,LEFT,184,55,144,2
74,0,NOOP,184,55,160,2
75,1,FIRE,184,55,176,2
76,2,RIGHT,98,126,192,2
77,2,RIGHT,0,191,208,2
78,3,LEFT,98,148,224,2
79,2,RIGHT,0,191,240,2
80,2,RIGHT,0,191,0,2
81,3,LEFT,84,160,16,2
82,1,FIRE,84,151,32,2
83,0,NOOP,84,151,48,2
84,0,NOOP,84,151,64,2
85,3,LEFT,178,68,80,2
86,2,RIGHT,96,127,96,2
87,1,FIRE,96,138,112,2
88,0,NOOP,96,138,128,2
89,1,FIRE,96,138,144,2
90,0,NOOP,96,138,160,2
91,1,FIRE,96,138,176,2
92,1,FIRE,96,138,192,2
93,0,NOOP,96,138,208,2
94,1,FIRE,96,138,224,2
95,3,LEFT,184,57,240,2
96,1,FIRE,184,55,0,2
97,0,NOOP,184,55,16,2
98,0,NOOP,184,55,32,2
99,2,RIGHT,92,131,48,2
100,1,FIRE,92,142,64,2
101,1,FIRE,92,142,80,2
102,0,NOOP,92,142,96,2
103,1,FIRE,92,142,112,2
104,1,FIRE,92,142,128,2
105,0,NOOP,92,142,144,2
106,1,FIRE,92,142,160,2
107,3,LEFT,184,62,176,2
108,1,FIRE,184,55,192,2
109,3,LEFT,184,55,208,2
110,2,RIGHT,92,131,224,2
111,3,LEFT,160,85,240,2
112,0,NOOP,166,69,0,2
113,1,FIRE,166,69,16,2
114,1,FIRE,166,69,32,2
115,0,NOOP,166,69,48,2
116,0,NOOP,166,69,64,2
117,2,RIGHT,74,149,80,2
118,0,NOOP,74,160,96,2
119,3,LEFT,166,80,112,2
120,3,LEFT,184,55,128,2
121,3,LEFT,184,55,144,2
122,2,RIGHT,92,131,160,2
123,0,NOOP,92,142,176,2
124,3,LEFT,184,62,192,2
125,3,LEFT,92,131,0,1
126,0,NOOP(refire),92,142,16,1
127,3,LEFT,184,62,32,1
128,3,LEFT,184,55,48,1
129,0,NOOP,184,55,64,1
130,0,NOOP,184,55,80,1
131,2,RIGHT,104,121,96,1
132,2,RIGHT,12,191,112,1
133,2,RIGHT,0,191,128,1
134,2,RIGHT,0,191,144,1
135,2,RIGHT,0,191,160,1
136,2,RIGHT,0,191,176,1
137,3,LEFT,80,166,192,1
138,1,FIRE,80,155,208,1
139,0,NOOP,80,155,224,1
140,0,NOOP,80,155,240,1
141,3,LEFT,172,74,0,1
142,2,RIGHT,80,145,16,1
143,0,NOOP,80,154,32,1
144,1,FIRE,80,154,48,1
145,3,LEFT,172,74,64,1
146,3,LEFT,184,55,80,1
147,3,LEFT,184,55,96,1
148,2,RIGHT,92,131,112,1
149,2,RIGHT,0,191,128,1
150,0,NOOP,0,191,144,1
151,0,NOOP,0,191,160,1
152,1,FIRE,0,191,176,1
153,0,NOOP,0,191,192,1
154,1,FIRE,0,191,208,1
155,1,FIRE,0,191,224,1
156,2,RIGHT,0,191,240,1
157,3,LEFT,84,160,0,1
158,3,LEFT,178,68,16,1
159,1,FIRE,178,57,32,1
160,2,RIGHT,84,139,48,1
161,2,RIGHT,0,191,64,1
162,3,LEFT,84,160,80,1
163,0,NOOP,84,151,96,1
164,3,LEFT,178,68,112,1
165,1,FIRE,178,57,128,1
166,0,NOOP,178,57,144,1
167,2,RIGHT,84,139,160,1
168,1,FIRE,84,150,176,1
169,3,LEFT,166,80,192,1
170,1,FIRE,166,69,208,1
171,3,LEFT,184,55,224,1
172,2,RIGHT,98,126,240,1
173,3,LEFT,184,56,0,1
174,1,FIRE,184,55,16,1
175,0,NOOP,184,55,32,1
176,3,LEFT,184,55,48,1
177,1,FIRE,184,55,64,1
178,2,RIGHT,98,126,80,1
179,1,FIRE,98,136,96,1
180,3,LEFT,184,56,112,1
181,1,FIRE,184,55,128,1
182,0,NOOP,184,55,144,1
183,1,FIRE,184,55,160,1
184,0,NOOP,184,55,176,1
185,0,NOOP,184,55,192,1
186,0,NOOP,184,55,208,1
187,2,RIGHT,92,131,224,1
188,1,FIRE,92,142,240,1
189,0,NOOP,0,191,56,0
