frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,100,5
1,3,LEFT,80,166,116,5
2,3,LEFT,80,145,180,4
3,0,NOOP(refire),74,160,196,4
4,3,LEFT,136,109,212,4
5,3,LEFT,184,55,228,4
6,3,LEFT,184,55,244,4
7,3,LEFT,98,126,52,3
8,0,NOOP(refire),92,142,68,3
9,3,LEFT,184,62,84,3
10,1,FIRE,184,55,100,3
11,1,FIRE,184,55,116,3
12,0,NOOP,184,55,132,3
13,0,NOOP,184,55,148,3
14,2,RIGHT,104,121,164,3
15,2,RIGHT,12,191,180,3
16,2,RIGHT,0,191,196,3
17,3,LEFT,80,166,212,3
18,0,NOOP,80,155,228,3
19,3,LEFT,172,74,244,3
20,0,NOOP,172,63,4,3
21,3,LEFT,184,55,20,3
22,3,LEFT,184,55,36,3
23,3,LEFT,184,55,52,3
24,3,LEFT,184,55,68,3
25,0,NOOP,184,55,84,3
26,1,FIRE,184,55,100,3
27,2,RIGHT,98,126,116,3
28,2,RIGHT,0,191,132,3
29,3,LEFT,98,148,148,3
30,2,RIGHT,18,191,164,3
31,0,NOOP,18,191,180,3
32,2,RIGHT,0,191,196,3
33,0,NOOP,0,191,212,3
34,3,LEFT,84,160,228,3
35,1,FIRE,84,151,244,3
36,3,LEFT,172,74,4,3
37,3,LEFT,184,55,20,3
38,0,NOOP,184,55,36,3
39,2,RIGHT,92,131,52,3
40,1,FIRE,92,142,68,3
41,3,LEFT,184,62,84,3
42,3,LEFT,184,55,100,3
43,2,RIGHT,92,131,116,3
44,0,NOOP,92,142,132,3
45,0,NOOP,92,142,148,3
46,0,NOOP,92,142,164,3
47,1,FIRE,92,142,180,3
48,0,NOOP,92,142,196,3
49,0,NOOP,92,142,212,3
50,0,NOOP,92,142,228,3
51,1,FIRE,92,142,244,3
52,1,FIRE,92,142,4,3
53,0,NOOP,92,142,20,3
54,1,FIRE,92,142,36,3
55,3,LEFT,184,62,52,3
56,1,FIRE,184,55,68,3
57,1,FIRE,184,55,84,3
58,1,FIRE,184,55,100,3
59,2,RIGHT,92,131,116,3
60,0,NOOP,80,154,132,3
61,3,LEFT,172,74,148,3
62,3,LEFT,92,131,212,2
63,0,NOOP(refire),92,142,228,2
64,3,LEFT,166,80,244,2
65,3,LEFT,184,55,4,2
66,1,FIRE,184,55,20,2
67,0,NOOP,184,55,36,2
68,3,LEFT,184,55,52,2
69,2,RIGHT,92,131,68,2
70,0,NOOP,64,170,84,2
71,2,RIGHT,0,191,100,2
72,2,RIGHT,0,191,116,2
73,3,LEFT,68,178,132,2
74,3,LEFT,160,86,148,2
75,1,FIRE,160,75,164,2
76,1,FIRE,160,75,180,2
77,1,FIRE,160,75,196,2
78,3,LEFT,184,55,212,2
79,0,NOOP,184,55,228,2
80,1,FIRE,184,55,244,2
81,0,NOOP,184,55,4,2
82,0,NOOP,184,55,20,2
83,1,FIRE,184,55,36,2
84,2,RIGHT,108,115,52,2
85,2,RIGHT,18,191,68,2
86,3,LEFT,108,136,84,2
87,1,FIRE,114,121,100,2
88,0,NOOP,114,121,116,2
89,0,NOOP,114,121,132,2
90,0,NOOP,114,121,148,2
91,3,LEFT,184,55,164,2
92,2,RIGHT,92,131,180,2
93,0,NOOP,92,142,196,2
94,0,NOOP,92,142,212,2
95,0,NOOP,92,142,228,2
96,1,FIRE,92,142,244,2
97,2,RIGHT,0,191,4,2
98,3,LEFT,92,154,20,2
99,0,NOOP,98,137,36,2
100,0,NOOP,98,137,52,2
101,3,LEFT,184,56,68,2
102,1,FIRE,184,55,84,2
103,1,FIRE,184,55,100,2
104,1,FIRE,184,55,116,2
105,1,FIRE,184,55,132,2
106,3,LEFT,184,55,148,2
107,3,LEFT,184,55,164,2
108,2,RIGHT,92,131,180,2
109,3,LEFT,184,62,196,2
110,1,FIRE,184,55,212,2
111,3,LEFT,184,55,228,2
112,1,FIRE,184,55,244,2
113,1,FIRE,184,55,4,2
114,0,NOOP,184,55,20,2
115,3,LEFT,184,55,36,2
116,3,LEFT,184,55,52,2
117,1,FIRE,184,55,68,2
118,3,LEFT,184,55,84,2
119,1,FIRE,184,55,100,2
120,2,RIGHT,98,126,116,2
121,2,RIGHT,0,191,132,2
122,2,RIGHT,0,191,148,2
123,3,LEFT,0,191,212,1
124,0,NOOP(refire),0,191,228,1
125,3,LEFT,84,160,244,1
126,3,LEFT,178,68,4,1
127,3,LEFT,184,55,20,1
128,3,LEFT,0,191,144,0
