frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,100,5
1,2,RIGHT,0,191,116,5
2,1,FIRE,0,191,132,5
3,1,FIRE,0,191,148,5
4,0,NOOP,0,191,164,5
5,0,NOOP,0,191,180,5
6,2,RIGHT,0,191,196,5
7,0,NOOP,0,191,212,5
8,2,RIGHT,0,191,228,5
9,1,FIRE,0,191,244,5
10,2,RIGHT,0,191,4,5
11,2,RIGHT,0,191,20,5
12,3,LEFT,84,160,36,5
13,1,FIRE,84,151,52,5
14,1,FIRE,84,151,68,5
15,2,RIGHT,0,191,84,5
16,3,LEFT,80,166,100,5
17,0,NOOP,80,155,116,5
18,3,LEFT,172,74,132,5
19,3,LEFT,184,55,148,5
20,1,FIRE,184,55,164,5
21,3,LEFT,184,55,180,5
22,3,LEFT,184,55,196,5
23,0,NOOP,184,55,212,5
24,0,NOOP,184,55,228,5
25,1,FIRE,184,55,244,5
26,2,RIGHT,92,131,4,5
27,2,RIGHT,0,191,20,5
28,2,RIGHT,0,191,36,5
29,3,LEFT,80,166,52,5
30,3,LEFT,172,74,68,5
31,0,NOOP,172,63,84,5
32,3,LEFT,184,55,100,5
33,0,NOOP,184,55,116,5
34,1,FIRE,184,55,132,5
35,2,RIGHT,92,131,148,5
36,2,RIGHT,0,191,164,5
37,1,FIRE,0,191,180,5
38,1,FIRE,0,191,196,5
39,3,LEFT,92,154,212,5
40,1,FIRE,92,143,228,5
41,3,LEFT,184,62,244,5
42,3,LEFT,184,55,4,5
43,3,LEFT,184,55,20,5
44,3,LEFT,184,55,36,5
45,0,NOOP,184,55,52,5
46,1,FIRE,184,55,68,5
47,1,FIRE,184,55,84,5
48,2,RIGHT,92,131,100,5
49,2,RIGHT,0,191,116,5
50,2,RIGHT,0,191,132,5
51,2,RIGHT,0,191,148,5
52,2,RIGHT,0,191,164,5
53,2,RIGHT,0,191,180,5
54,3,LEFT,80,166,196,5
55,3,LEFT,172,74,212,5
56,3,LEFT,184,55,228,5
57,0,NOOP,184,55,244,5
58,1,FIRE,184,55,4,5
59,0,NOOP,184,55,20,5
60,3,LEFT,184,55,36,5
61,0,NOOP,184,55,52,5
62,1,FIRE,184,55,68,5
63,0,NOOP,184,55,84,5
64,1,FIRE,184,55,100,5
65,0,NOOP,184,55,116,5
66,1,FIRE,184,55,132,5
67,2,RIGHT,92,131,148,5
68,3,LEFT,160,85,164,5
69,3,LEFT,98,126,228,4
70,0,NOOP(refire),92,142,244,4
71,3,LEFT,184,62,4,4
72,3,LEFT,184,55,20,4
73,3,LEFT,184,55,36,4
74,0,NOOP,184,55,52,4
75,2,RIGHT,92,131,68,4
76,2,RIGHT,0,191,84,4
77,2,RIGHT,0,191,100,4
78,2,RIGHT,0,191,116,4
79,3,LEFT,84,160,132,4
80,1,FIRE,84,151,148,4
81,1,FIRE,84,151,164,4
82,3,LEFT,178,68,180,4
83,3,LEFT,184,55,196,4
84,0,NOOP,184,55,212,4
85,0,NOOP,184,55,228,4
86,3,LEFT,184,55,244,4
87,1,FIRE,184,55,4,4
88,1,FIRE,184,55,20,4
89,2,RIGHT,92,131,36,4
90,2,RIGHT,0,191,52,4
91,3,LEFT,92,154,68,4
92,0,NOOP,92,143,84,4
93,2,RIGHT,0,191,100,4
94,2,RIGHT,0,191,116,4
95,2,RIGHT,0,191,132,4
96,2,RIGHT,0,191,148,4
97,3,LEFT,84,160,164,4
98,0,NOOP,90,145,180,4
99,0,NOOP,90,145,196,4
100,3,LEFT,182,62,212,4
101,0,NOOP,184,55,228,4
102,0,NOOP,184,55,244,4
103,0,NOOP,184,55,4,4
104,0,NOOP,184,55,20,4
105,1,FIRE,184,55,36,4
106,3,LEFT,184,55,52,4
107,2,RIGHT,92,131,68,4
108,2,RIGHT,0,191,84,4
109,0,NOOP,0,191,100,4
110,0,NOOP,0,191,116,4
111,3,LEFT,86,160,132,4
112,0,NOOP,86,149,148,4
113,2,RIGHT,0,191,164,4
114,2,RIGHT,0,191,180,4
115,3,LEFT,80,166,196,4
116,1,FIRE,80,155,212,4
117,1,FIRE,80,155,228,4
118,3,LEFT,172,74,244,4
119,1,FIRE,172,63,4,4
120,0,NOOP,172,63,20,4
121,0,NOOP,172,63,36,4
122,2,RIGHT,80,145,52,4
123,0,NOOP,80,154,68,4
124,0,NOOP,80,154,84,4
125,2,RIGHT,0,191,100,4
126,1,FIRE,0,191,116,4
127,2,RIGHT,0,191,132,4
128,3,LEFT,84,160,148,4
129,3,LEFT,178,68,164,4
130,3,LEFT,184,55,180,4
131,1,FIRE,184,55,196,4
132,2,RIGHT,98,126,212,4
133,0,NOOP,98,136,228,4
134,3,LEFT,184,56,244,4
135,3,LEFT,184,55,4,4
136,2,RIGHT,98,126,20,4
137,3,LEFT,184,56,36,4
138,3,LEFT,184,55,52,4
139,3,LEFT,184,55,68,4
140,3,LEFT,184,55,84,4
141,1,FIRE,184,55,100,4
142,2,RIGHT,92,131,116,4
143,0,NOOP,92,142,132,4
144,1,FIRE,92,142,148,4
145,1,FIRE,92,142,164,4
146,0,NOOP,92,142,180,4
147,3,LEFT,184,62,196,4
148,0,NOOP,184,55,212,4
149,2,RIGHT,92,131,228,4
150,3,LEFT,184,62,244,4
151,1,FIRE,184,55,4,4
152,1,FIRE,184,55,20,4
153,2,RIGHT,92,131,36,4
154,0,NOOP,86,148,52,4
155,0,NOOP,86,148,68,4
156,0,NOOP,86,148,84,4
157,1,FIRE,86,148,100,4
158,2,RIGHT,0,191,116,4
159,1,FIRE,0,191,132,4
160,3,LEFT,80,166,148,4
161,0,NOOP,80,155,164,4
162,1,FIRE,80,155,180,4
163,1,FIRE,80,155,196,4
164,3,LEFT,166,80,212,4
165,3,LEFT,184,55,228,4
166,0,NOOP,184,55,244,4
167,1,FIRE,184,55,4,4
168,0,NOOP,184,55,20,4
169,3,LEFT,184,55,36,4
170,3,LEFT,184,55,52,4
171,3,LEFT,184,55,68,4
172,2,RIGHT,92,131,84,4
173,1,FIRE,92,142,100,4
174,3,LEFT,184,62,116,4
175,3,LEFT,184,55,132,4
176,1,FIRE,184,55,148,4
177,1,FIRE,184,55,164,4
178,1,FIRE,184,55,180,4
179,1,FIRE,184,55,196,4
180,1,FIRE,184,55,212,4
181,0,NOOP,184,55,228,4
182,3,LEFT,184,55,244,4
183,0,NOOP,184,55,4,4
184,2,RIGHT,104,121,20,4
185,3,LEFT,184,62,36,4
186,3,LEFT,98,126,100,3
187,0,NOOP(refire),98,136,116,3
188,3,LEFT,184,56,132,3
189,3,LEFT,184,55,148,3
190,3,LEFT,184,55,164,3
191,3,LEFT,184,55,180,3
192,2,RIGHT,98,126,196,3
193,2,RIGHT,0,191,212,3
194,2,RIGHT,0,191,228,3
195,2,RIGHT,0,191,244,3
196,2,RIGHT,0,191,4,3
197,3,LEFT,84,160,20,3
198,0,NOOP,84,151,36,3
199,2,RIGHT,0,191,52,3
200,2,RIGHT,0,191,68,3
201,2,RIGHT,0,191,84,3
202,3,LEFT,68,178,100,3
203,3,LEFT,160,86,116,3
204,3,LEFT,184,55,132,3
205,1,FIRE,184,55,148,3
206,2,RIGHT,92,131,164,3
207,0,NOOP,92,142,180,3
208,2,RIGHT,0,191,244,2
209,0,NOOP(refire),0,191,4,2
210,3,LEFT,84,160,20,2
211,3,LEFT,178,68,36,2
212,3,LEFT,184,55,52,2
213,3,LEFT,92,131,116,1
214,0,NOOP(refire),92,142,132,1
215,3,LEFT,184,62,148,1
216,1,FIRE,184,55,164,1
217,3,LEFT,184,55,180,1
218,0,NOOP,184,55,196,1
219,2,RIGHT,92,131,212,1
220,2,RIGHT,0,191,228,1
221,2,RIGHT,0,191,244,1
222,1,FIRE,0,191,4,1
223,2,RIGHT,0,191,20,1
224,2,RIGHT,0,191,36,1
225,3,LEFT,74,172,52,1
226,1,FIRE,74,161,68,1
227,3,LEFT,166,80,84,1
228,0,NOOP,166,69,100,1
229,1,FIRE,166,69,116,1
230,2,RIGHT,84,139,132,1
231,0,NOOP,84,150,148,1
232,0,NOOP,84,150,164,1
233,3,LEFT,178,68,180,1
234,3,LEFT,184,55,196,1
235,0,NOOP,184,55,212,1
236,2,RIGHT,92,131,228,1
237,2,RIGHT,0,191,244,1
238,3,LEFT,92,154,4,1
239,0,NOOP,92,143,20,1
240,1,FIRE,92,143,36,1
241,2,RIGHT,0,191,52,1
242,0,NOOP,0,191,68,1
243,1,FIRE,0,191,84,1
244,3,LEFT,84,160,100,1
245,1,FIRE,84,151,116,1
246,1,FIRE,84,151,132,1
247,1,FIRE,84,151,148,1
248,2,RIGHT,0,191,164,1
249,2,RIGHT,0,191,180,1
250,3,LEFT,84,160,196,1
251,0,NOOP,96,139,212,1
252,3,LEFT,182,62,228,1
253,0,NOOP,184,55,244,1
254,1,FIRE,184,55,4,1
255,1,FIRE,184,55,20,1
256,2,RIGHT,92,131,36,1
257,3,LEFT,184,62,52,1
258,1,FIRE,184,55,68,1
259,0,NOOP,184,55,84,1
260,0,NOOP,184,55,100,1
261,2,RIGHT,98,126,116,1
262,2,RIGHT,0,191,132,1
263,3,LEFT,98,148,148,1
264,3,LEFT,0,191,92,0
