frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,156,5
1,3,LEFT,84,160,172,5
2,3,LEFT,102,121,236,4
3,0,NOOP(refire),102,132,252,4
4,3,LEFT,184,55,12,4
5,1,FIRE,184,55,28,4
6,0,NOOP,184,55,44,4
7,1,FIRE,184,55,60,4
8,2,RIGHT,98,126,76,4
9,2,RIGHT,0,191,92,4
10,2,RIGHT,0,191,108,4
11,2,RIGHT,0,191,124,4
12,3,LEFT,84,160,140,4
13,2,RIGHT,0,191,156,4
14,3,LEFT,84,160,172,4
15,0,NOOP,84,151,188,4
16,1,FIRE,84,151,204,4
17,0,NOOP,84,151,220,4
18,1,FIRE,84,151,236,4
19,3,LEFT,166,80,252,4
20,3,LEFT,184,55,12,4
21,2,RIGHT,92,131,28,4
22,3,LEFT,184,62,44,4
23,3,LEFT,184,55,60,4
24,0,NOOP,184,55,76,4
25,0,NOOP,184,55,92,4
26,3,LEFT,184,55,108,4
27,3,LEFT,184,55,124,4
28,1,FIRE,184,55,140,4
29,1,FIRE,184,55,156,4
30,1,FIRE,184,55,172,4
31,3,LEFT,184,55,188,4
32,0,NOOP,184,55,204,4
33,1,FIRE,184,55,220,4
34,1,FIRE,184,55,236,4
35,3,LEFT,184,55,252,4
36,3,LEFT,184,55,12,4
37,0,NOOP,184,55,28,4
38,2,RIGHT,92,131,44,4
39,1,FIRE,92,142,60,4
40,0,NOOP,92,142,76,4
41,1,FIRE,92,142,92,4
42,1,FIRE,92,142,108,4
43,3,LEFT,184,62,124,4
44,3,LEFT,184,55,140,4
45,3,LEFT,184,55,156,4
46,0,NOOP,184,55,172,4
47,3,LEFT,184,55,188,4
48,3,LEFT,184,55,204,4
49,2,RIGHT,92,131,220,4
50,2,RIGHT,0,191,236,4
51,3,LEFT,92,154,252,4
52,1,FIRE,92,143,12,4
53,0,NOOP,92,143,28,4
54,0,NOOP,92,143,44,4
55,0,NOOP,92,143,60,4
56,1,FIRE,92,143,76,4
57,0,NOOP,92,143,92,4
58,3,LEFT,184,62,108,4
59,0,NOOP,184,55,124,4
60,0,NOOP,184,55,140,4
61,1,FIRE,184,55,156,4
62,1,FIRE,184,55,172,4
63,2,RIGHT,92,131,188,4
64,1,FIRE,86,148,204,4
65,1,FIRE,86,148,220,4
66,3,LEFT,172,74,236,4
67,3,LEFT,184,55,252,4
68,1,FIRE,184,55,12,4
69,1,FIRE,184,55,28,4
70,0,NOOP,184,55,44,4
71,1,FIRE,184,55,60,4
72,1,FIRE,184,55,76,4
73,3,LEFT,184,55,92,4
74,3,LEFT,184,55,108,4
75,2,RIGHT,92,131,124,4
76,2,RIGHT,0,191,140,4
77,3,LEFT,80,166,156,4
78,1,FIRE,80,155,172,4
79,1,FIRE,80,155,188,4
80,1,FIRE,80,155,204,4
81,1,FIRE,80,155,220,4
82,1,FIRE,80,155,236,4
83,0,NOOP,80,155,252,4
84,0,NOOP,80,155,12,4
85,1,FIRE,80,155,28,4
86,1,FIRE,80,155,44,4
87,2,RIGHT,0,191,60,4
88,2,RIGHT,0,191,76,4
89,2,RIGHT,0,191,92,4
90,2,RIGHT,0,191,108,4
91,3,LEFT,74,172,124,4
92,3,LEFT,166,80,140,4
93,3,LEFT,184,55,156,4
94,3,LEFT,92,131,220,3
95,0,NOOP(refire),92,142,236,3
