frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,108,5
1,3,LEFT,84,160,124,5
2,3,LEFT,84,139,188,4
3,0,NOOP(refire),84,150,204,4
4,3,LEFT,172,74,220,4
5,3,LEFT,184,55,236,4
6,1,FIRE,184,55,252,4
7,3,LEFT,184,55,12,4
8,1,FIRE,184,55,28,4
9,2,RIGHT,108,115,44,4
10,2,RIGHT,18,191,60,4
11,2,RIGHT,0,191,76,4
12,3,LEFT,84,160,92,4
13,1,FIRE,84,151,108,4
14,1,FIRE,84,151,124,4
15,1,FIRE,84,151,140,4
16,1,FIRE,84,151,156,4
17,1,FIRE,84,151,172,4
18,3,LEFT,178,68,188,4
19,3,LEFT,184,55,204,4
20,3,LEFT,184,55,220,4
21,1,FIRE,184,55,236,4
22,2,RIGHT,92,131,252,4
23,2,RIGHT,0,191,12,4
24,3,LEFT,74,172,28,4
25,3,LEFT,166,80,44,4
26,3,LEFT,184,55,60,4
27,2,RIGHT,92,131,76,4
28,0,NOOP,92,142,92,4
29,0,NOOP,92,142,108,4
30,0,NOOP,92,142,124,4
31,3,LEFT,172,74,140,4
32,3,LEFT,184,55,156,4
33,1,FIRE,184,55,172,4
34,2,RIGHT,92,131,188,4
35,2,RIGHT,0,191,204,4
36,3,LEFT,92,154,220,4
37,1,FIRE,92,143,236,4
38,0,NOOP,92,143,252,4
39,3,LEFT,172,74,12,4
40,3,LEFT,92,131,76,3
41,0,NOOP(refire),92,142,92,3
42,3,LEFT,172,74,108,3
43,3,LEFT,184,55,124,3
44,1,FIRE,184,55,140,3
45,3,LEFT,184,55,156,3
46,3,LEFT,184,55,172,3
47,2,RIGHT,92,131,188,3
48,1,FIRE,86,148,204,3
49,2,RIGHT,0,191,220,3
50,2,RIGHT,0,191,236,3
51,3,LEFT,84,160,252,3
52,1,FIRE,90,145,12,3
53,1,FIRE,90,145,28,3
54,2,RIGHT,0,191,44,3
55,2,RIGHT,0,191,60,3
56,3,LEFT,80,166,76,3
57,3,LEFT,172,74,92,3
58,3,LEFT,184,55,108,3
59,1,FIRE,184,55,124,3
60,0,NOOP,184,55,140,3
61,1,FIRE,184,55,156,3
62,1,FIRE,184,55,172,3
63,0,NOOP,184,55,188,3
64,2,RIGHT,92,131,204,3
65,1,FIRE,86,148,220,3
66,1,FIRE,86,148,236,3
67,2,RIGHT,0,191,252,3
68,2,RIGHT,0,191,12,3
69,0,NOOP,0,191,28,3
70,0,NOOP,0,191,44,3
71,2,RIGHT,0,191,60,3
72,3,LEFT,84,160,76,3
73,0,NOOP,96,139,92,3
74,3,LEFT,184,57,108,3
75,3,LEFT,184,55,124,3
76,3,LEFT,92,131,188,2
77,0,NOOP(refire),92,142,204,2
78,2,RIGHT,0,191,220,2
79,1,FIRE,0,191,236,2
80,3,LEFT,92,154,252,2
81,0,NOOP,92,143,12,2
82,0,NOOP,92,143,28,2
83,1,FIRE,92,143,44,2
84,3,LEFT,184,62,60,2
85,0,NOOP,184,55,76,2
86,2,RIGHT,92,131,92,2
87,1,FIRE,92,142,108,2
88,2,RIGHT,0,191,124,2
89,2,RIGHT,0,191,140,2
90,2,RIGHT,0,191,156,2
91,0,NOOP,0,191,172,2
92,1,FIRE,0,191,188,2
93,1,FIRE,0,191,204,2
94,3,LEFT,84,160,220,2
95,3,LEFT,178,68,236,2
96,0,NOOP,178,57,252,2
97,0,NOOP,178,57,12,2
98,3,LEFT,184,55,28,2
99,1,FIRE,184,55,44,2
100,3,LEFT,184,55,60,2
101,3,LEFT,184,55,76,2
102,2,RIGHT,92,131,92,2
103,0,NOOP,92,142,108,2
104,1,FIRE,92,142,124,2
105,2,RIGHT,0,191,140,2
106,2,RIGHT,0,191,156,2
107,2,RIGHT,0,191,172,2
108,3,LEFT,84,160,188,2
109,3,LEFT,178,68,204,2
110,1,FIRE,178,57,220,2
111,0,NOOP,178,57,236,2
112,1,FIRE,178,57,252,2
113,0,NOOP,178,57,12,2
114,2,RIGHT,84,139,28,2
115,2,RIGHT,0,191,44,2
116,2,RIGHT,0,191,60,2
117,0,NOOP,0,191,76,2
118,0,NOOP,0,191,92,2
119,3,LEFT,84,160,108,2
120,1,FIRE,84,151,124,2
121,3,LEFT,178,68,140,2
122,1,FIRE,178,57,156,2
123,2,RIGHT,84,139,172,2
124,3,LEFT,178,68,188,2
125,2,RIGHT,96,127,204,2
126,1,FIRE,90,144,220,2
127,0,NOOP,90,144,236,2
128,3,LEFT,172,74,252,2
129,2,RIGHT,90,133,12,2
130,0,NOOP,84,150,28,2
131,1,FIRE,84,150,44,2
132,0,NOOP,84,150,60,2
133,0,NOOP,84,150,76,2
134,0,NOOP,84,150,92,2
135,1,FIRE,84,150,108,2
136,1,FIRE,84,150,124,2
137,1,FIRE,84,150,140,2
138,0,NOOP,84,150,156,2
139,3,LEFT,172,74,172,2
140,3,LEFT,184,55,188,2
141,3,LEFT,184,55,204,2
142,2,RIGHT,92,131,220,2
143,1,FIRE,92,142,236,2
144,3,LEFT,184,62,252,2
145,2,RIGHT,92,131,12,2
146,0,NOOP,92,142,28,2
147,0,NOOP,92,142,44,2
148,3,LEFT,184,62,60,2
149,3,LEFT,184,55,76,2
150,1,FIRE,184,55,92,2
151,1,FIRE,184,55,108,2
152,2,RIGHT,92,131,124,2
153,2,RIGHT,0,191,140,2
154,2,RIGHT,0,191,156,2
155,2,RIGHT,0,191,172,2
156,3,LEFT,80,166,188,2
157,3,LEFT,172,74,204,2
158,3,LEFT,184,55,220,2
159,3,LEFT,184,55,236,2
160,2,RIGHT,92,131,252,2
161,0,NOOP,92,142,12,2
162,1,FIRE,92,142,28,2
163,0,NOOP,92,142,44,2
164,0,NOOP,92,142,60,2
165,0,NOOP,92,142,76,2
166,0,NOOP,92,142,92,2
167,2,RIGHT,0,191,108,2
168,1,FIRE,0,191,124,2
169,2,RIGHT,0,191,140,2
170,3,LEFT,84,160,156,2
171,1,FIRE,84,151,172,2
172,1,FIRE,84,151,188,2
173,1,FIRE,84,151,204,2
174,3,LEFT,178,68,220,2
175,3,LEFT,184,55,236,2
176,2,RIGHT,92,131,252,2
177,1,FIRE,92,142,12,2
178,0,NOOP,92,142,28,2
179,2,RIGHT,18,191,44,2
180,2,RIGHT,0,191,60,2
181,3,LEFT,84,160,76,2
182,3,LEFT,178,68,92,2
183,3,LEFT,184,55,108,2
184,1,FIRE,184,55,124,2
185,1,FIRE,184,55,140,2
186,2,RIGHT,92,131,156,2
187,3,LEFT,184,62,172,2
188,0,NOOP,184,55,188,2
189,2,RIGHT,92,131,204,2
190,3,LEFT,92,131,12,1
191,0,NOOP(refire),92,142,28,1
192,3,LEFT,184,62,44,1
193,0,NOOP,184,55,60,1
194,2,RIGHT,92,131,76,1
195,2,RIGHT,0,191,92,1
196,2,RIGHT,0,191,108,1
197,2,RIGHT,0,191,124,1
198,2,RIGHT,0,191,140,1
199,3,LEFT,84,160,156,1
200,1,FIRE,96,139,172,1
201,3,LEFT,182,62,188,1
202,1,FIRE,182,55,204,1
203,3,LEFT,184,55,220,1
204,3,LEFT,184,55,236,1
205,2,RIGHT,92,131,252,1
206,2,RIGHT,0,191,12,1
207,1,FIRE,0,191,28,1
208,3,LEFT,86,160,44,1
209,3,LEFT,178,68,60,1
210,3,LEFT,184,55,76,1
211,0,NOOP,184,55,92,1
212,2,RIGHT,92,131,108,1
213,2,RIGHT,0,191,124,1
214,2,RIGHT,0,191,140,1
215,3,LEFT,80,166,156,1
216,2,RIGHT,0,191,172,1
217,3,LEFT,84,160,188,1
218,3,LEFT,178,68,204,1
219,3,LEFT,184,55,220,1
220,1,FIRE,184,55,236,1
221,0,NOOP,184,55,252,1
222,2,RIGHT,92,131,12,1
223,2,RIGHT,0,191,28,1
224,1,FIRE,0,191,44,1
225,3,LEFT,86,160,60,1
226,3,LEFT,178,68,76,1
227,1,FIRE,184,55,92,1
228,2,RIGHT,92,131,108,1
229,0,NOOP,92,142,124,1
230,0,NOOP,92,142,140,1
231,2,RIGHT,0,191,156,1
232,3,LEFT,92,154,172,1
233,2,RIGHT,0,191,188,1
234,3,LEFT,92,154,204,1
235,3,LEFT,184,62,220,1
236,3,LEFT,184,55,236,1
237,2,RIGHT,92,131,252,1
238,0,NOOP,92,142,12,1
239,0,NOOP,92,142,28,1
240,2,RIGHT,0,191,44,1
241,3,LEFT,92,154,60,1
242,3,LEFT,184,62,76,1
243,0,NOOP,184,55,92,1
244,3,LEFT,184,55,108,1
245,1,FIRE,184,55,124,1
246,2,RIGHT,104,121,140,1
247,2,RIGHT,12,191,156,1
248,2,RIGHT,0,191,172,1
249,0,NOOP,0,191,188,1
250,0,NOOP,0,191,204,1
251,3,LEFT,80,166,220,1
252,3,LEFT,172,74,236,1
253,3,LEFT,184,55,252,1
254,1,FIRE,184,55,12,1
255,0,NOOP,184,55,28,1
256,2,RIGHT,92,131,44,1
257,2,RIGHT,0,191,60,1
258,3,LEFT,92,154,76,1
259,1,FIRE,104,131,92,1
260,3,LEFT,184,56,108,1
261,2,RIGHT,92,131,124,1
262,1,FIRE,92,142,140,1
263,2,RIGHT,0,191,156,1
264,1,FIRE,0,191,172,1
265,1,FIRE,0,191,188,1
266,2,RIGHT,0,191,204,1
267,0,NOOP,0,191,220,1
268,1,FIRE,0,191,236,1
269,3,LEFT,84,160,252,1
270,0,NOOP,84,151,12,1
271,2,RIGHT,0,191,28,1
272,0,NOOP,0,191,44,1
273,1,FIRE,0,191,60,1
274,1,FIRE,0,191,76,1
275,0,NOOP,0,191,92,1
276,0,NOOP,0,191,108,1
277,3,LEFT,80,166,124,1
278,2,RIGHT,0,191,140,1
279,3,LEFT,84,160,156,1
280,2,RIGHT,0,191,172,1
281,1,FIRE,0,191,188,1
282,0,NOOP,0,191,204,1
283,3,LEFT,74,172,220,1
284,2,RIGHT,0,191,236,1
285,1,FIRE,0,191,252,1
286,1,FIRE,0,191,12,1
287,3,LEFT,74,172,28,1
288,1,FIRE,74,161,44,1
289,3,LEFT,166,80,60,1
290,1,FIRE,0,191,108,0
