frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,96,5
1,3,LEFT,84,160,112,5
2,3,LEFT,84,139,176,4
3,0,NOOP(refire),84,150,192,4
4,1,FIRE,84,150,208,4
5,3,LEFT,178,68,224,4
6,1,FIRE,184,55,240,4
7,3,LEFT,184,55,0,4
8,3,LEFT,184,55,16,4
9,3,LEFT,184,55,32,4
10,2,RIGHT,98,126,48,4
11,3,LEFT,184,56,64,4
12,2,RIGHT,92,131,80,4
13,3,LEFT,184,62,96,4
14,3,LEFT,92,131,160,3
15,0,NOOP(refire),92,142,176,3
16,2,RIGHT,0,191,192,3
17,1,FIRE,0,191,208,3
18,1,FIRE,0,191,224,3
19,0,NOOP,0,191,240,3
20,0,NOOP,0,191,0,3
21,0,NOOP,0,191,16,3
22,1,FIRE,0,191,32,3
23,1,FIRE,0,191,48,3
24,2,RIGHT,0,191,64,3
25,0,NOOP,0,191,80,3
26,2,RIGHT,0,191,96,3
27,2,RIGHT,0,191,112,3
28,2,RIGHT,0,191,128,3
29,1,FIRE,0,191,144,3
30,1,FIRE,0,191,160,3
31,0,NOOP,0,191,176,3
32,0,NOOP,0,191,192,3
33,3,LEFT,74,172,208,3
34,0,NOOP,74,161,224,3
35,3,LEFT,166,80,240,3
36,3,LEFT,184,55,0,3
37,2,RIGHT,92,131,16,3
38,0,NOOP,92,142,32,3
39,0,NOOP,92,142,48,3
40,3,LEFT,184,62,64,3
41,0,NOOP,184,55,80,3
42,2,RIGHT,92,131,96,3
43,2,RIGHT,0,191,112,3
44,2,RIGHT,0,191,128,3
45,2,RIGHT,0,191,144,3
46,3,LEFT,80,166,160,3
47,3,LEFT,172,74,176,3
48,0,NOOP,178,57,192,3
49,3,LEFT,184,55,208,3
50,2,RIGHT,92,131,224,3
51,3,LEFT,184,62,240,3
52,2,RIGHT,92,131,0,3
53,3,LEFT,184,62,16,3
54,2,RIGHT,92,131,32,3
55,3,LEFT,92,131,96,2
56,0,NOOP(refire),92,142,112,2
57,3,LEFT,172,74,128,2
58,3,LEFT,184,55,144,2
59,1,FIRE,184,55,160,2
60,1,FIRE,184,55,176,2
61,2,RIGHT,92,131,192,2
62,2,RIGHT,0,191,208,2
63,2,RIGHT,0,191,224,2
64,2,RIGHT,0,191,240,2
65,3,LEFT,84,160,0,2
66,1,FIRE,90,145,16,2
67,0,NOOP,90,145,32,2
68,0,NOOP,90,145,48,2
69,1,FIRE,90,145,64,2
70,0,NOOP,90,145,80,2
71,3,LEFT,182,62,96,2
72,1,FIRE,184,55,112,2
73,1,FIRE,184,55,128,2
74,3,LEFT,184,55,144,2
75,2,RIGHT,98,126,160,2
76,2,RIGHT,0,191,176,2
77,3,LEFT,98,148,192,2
78,0,NOOP,98,137,208,2
79,1,FIRE,98,137,224,2
80,2,RIGHT,0,191,240,2
81,2,RIGHT,0,191,0,2
82,0,NOOP,0,191,16,2
83,3,LEFT,84,160,32,2
84,3,LEFT,178,68,48,2
85,3,LEFT,184,55,64,2
86,2,RIGHT,98,126,80,2
87,1,FIRE,98,136,96,2
88,0,NOOP,98,136,112,2
89,1,FIRE,98,136,128,2
90,3,LEFT,184,56,144,2
91,2,RIGHT,92,131,160,2
92,0,NOOP,92,142,176,2
93,2,RIGHT,12,191,192,2
94,2,RIGHT,0,191,208,2
95,0,NOOP,0,191,224,2
96,3,LEFT,84,160,240,2
97,1,FIRE,84,151,0,2
98,3,LEFT,178,68,16,2
99,1,FIRE,178,57,32,2
100,2,RIGHT,84,139,48,2
101,1,FIRE,84,150,64,2
102,2,RIGHT,0,191,80,2
103,3,LEFT,84,160,96,2
104,2,RIGHT,0,191,160,1
105,0,NOOP(refire),0,191,176,1
106,1,FIRE,0,191,192,1
107,1,FIRE,0,191,208,1
108,3,LEFT,80,166,224,1
109,0,NOOP,84,151,240,1
110,0,NOOP,84,151,0,1
111,0,NOOP,84,151,16,1
112,3,LEFT,178,68,32,1
113,2,RIGHT,84,139,48,1
114,0,NOOP,80,154,64,1
115,3,LEFT,172,74,80,1
116,3,LEFT,184,55,96,1
117,0,NOOP,184,55,112,1
118,2,RIGHT,92,131,128,1
119,2,RIGHT,0,191,144,1
120,2,RIGHT,0,191,160,1
121,0,NOOP,0,191,176,1
122,0,NOOP,0,191,192,1
123,3,LEFT,80,166,208,1
124,1,FIRE,80,155,224,1
125,3,LEFT,172,74,240,1
126,3,LEFT,184,55,0,1
127,2,RIGHT,98,126,16,1
128,3,LEFT,178,68,32,1
129,0,NOOP,178,57,48,1
130,0,NOOP,178,57,64,1
131,0,NOOP,178,57,80,1
132,0,NOOP,178,57,96,1
133,0,NOOP,178,57,112,1
134,2,RIGHT,86,137,128,1
135,2,RIGHT,0,191,144,1
136,3,LEFT,0,191,116,0
