frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,136,5
1,3,LEFT,84,160,152,5
2,3,LEFT,84,139,216,4
3,0,NOOP(refire),84,150,232,4
4,2,RIGHT,0,191,248,4
5,3,LEFT,84,160,8,4
6,0,NOOP,90,145,24,4
7,0,NOOP,90,145,40,4
8,0,NOOP,90,145,56,4
9,0,NOOP,90,145,72,4
10,3,LEFT,182,62,88,4
11,0,NOOP,184,55,104,4
12,2,RIGHT,92,131,120,4
13,2,RIGHT,0,191,136,4
14,1,FIRE,0,191,152,4
15,2,RIGHT,0,191,168,4
16,0,NOOP,0,191,184,4
17,1,FIRE,0,191,200,4
18,1,FIRE,0,191,216,4
19,0,NOOP,0,191,232,4
20,3,LEFT,80,166,248,4
21,3,LEFT,172,74,8,4
22,0,NOOP,178,57,24,4
23,0,NOOP,178,57,40,4
24,3,LEFT,184,55,56,4
25,3,LEFT,184,55,72,4
26,3,LEFT,184,55,88,4
27,0,NOOP,184,55,104,4
28,2,RIGHT,98,126,120,4
29,0,NOOP,98,136,136,4
30,0,NOOP,98,136,152,4
31,2,RIGHT,0,191,168,4
32,2,RIGHT,0,191,184,4
33,2,RIGHT,0,191,200,4
34,3,LEFT,80,166,216,4
35,3,LEFT,172,74,232,4
36,1,FIRE,172,63,248,4
37,1,FIRE,172,63,8,4
38,3,LEFT,184,55,24,4
39,3,LEFT,184,55,40,4
40,2,RIGHT,92,131,56,4
41,2,RIGHT,0,191,72,4
42,1,FIRE,0,191,88,4
43,1,FIRE,0,191,104,4
44,2,RIGHT,0,191,120,4
45,0,NOOP,0,191,136,4
46,3,LEFT,84,160,152,4
47,3,LEFT,178,68,168,4
48,3,LEFT,184,55,184,4
49,0,NOOP,184,55,200,4
50,1,FIRE,184,55,216,4
51,1,FIRE,184,55,232,4
52,1,FIRE,184,55,248,4
53,2,RIGHT,92,131,8,4
54,2,RIGHT,0,191,24,4
55,2,RIGHT,0,191,40,4
56,1,FIRE,0,191,56,4
57,2,RIGHT,0,191,72,4
58,1,FIRE,0,191,88,4
59,3,LEFT,84,160,104,4
60,3,LEFT,178,68,120,4
61,0,NOOP,178,57,136,4
62,1,FIRE,178,57,152,4
63,1,FIRE,178,57,168,4
64,1,FIRE,178,57,184,4
65,1,FIRE,178,57,200,4
66,0,NOOP,178,57,216,4
67,1,FIRE,178,57,232,4
68,0,NOOP,178,57,248,4
69,0,NOOP,178,57,8,4
70,3,LEFT,184,55,24,4
71,3,LEFT,184,55,40,4
72,2,RIGHT,92,131,56,4
73,0,NOOP,92,142,72,4
74,3,LEFT,166,80,88,4
75,3,LEFT,184,55,104,4
76,0,NOOP,184,55,120,4
77,0,NOOP,184,55,136,4
78,1,FIRE,184,55,152,4
79,3,LEFT,184,55,168,4
80,0,NOOP,184,55,184,4
81,1,FIRE,184,55,200,4
82,1,FIRE,184,55,216,4
83,2,RIGHT,92,131,232,4
84,2,RIGHT,0,191,248,4
85,1,FIRE,0,191,8,4
86,3,LEFT,92,154,24,4
87,0,NOOP,92,143,40,4
88,0,NOOP,92,143,56,4
89,3,LEFT,184,62,72,4
90,3,LEFT,184,55,88,4
91,0,NOOP,184,55,104,4
92,2,RIGHT,92,131,120,4
93,1,FIRE,92,142,136,4
94,0,NOOP,92,142,152,4
