frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,120,5
1,3,LEFT,84,160,136,5
2,3,LEFT,84,139,200,4
3,0,NOOP(refire),84,150,216,4
4,3,LEFT,166,80,232,4
5,3,LEFT,184,55,248,4
6,3,LEFT,184,55,8,4
7,2,RIGHT,92,131,24,4
8,3,LEFT,184,62,40,4
9,1,FIRE,184,55,56,4
10,1,FIRE,184,55,72,4
11,1,FIRE,184,55,88,4
12,0,NOOP,184,55,104,4
13,1,FIRE,184,55,120,4
14,1,FIRE,184,55,136,4
15,1,FIRE,184,55,152,4
16,3,LEFT,184,55,168,4
17,2,RIGHT,92,131,184,4
18,3,LEFT,172,74,200,4
19,2,RIGHT,80,143,216,4
20,0,NOOP,80,154,232,4
21,3,LEFT,172,74,248,4
22,2,RIGHT,80,143,8,4
23,2,RIGHT,0,191,24,4
24,2,RIGHT,0,191,40,4
25,0,NOOP,0,191,56,4
26,3,LEFT,84,160,72,4
27,2,RIGHT,0,191,88,4
28,1,FIRE,0,191,104,4
29,0,NOOP,0,191,120,4
30,0,NOOP,0,191,136,4
31,0,NOOP,0,191,152,4
32,0,NOOP,0,191,168,4
33,0,NOOP,0,191,184,4
34,3,LEFT,90,155,200,4
35,2,RIGHT,0,191,216,4
36,1,FIRE,0,191,232,4
37,0,NOOP,0,191,248,4
38,3,LEFT,90,155,8,4
39,3,LEFT,182,62,24,4
40,0,NOOP,182,55,40,4
41,2,RIGHT,90,133,56,4
42,1,FIRE,90,144,72,4
43,3,LEFT,172,74,88,4
44,3,LEFT,184,55,104,4
45,3,LEFT,184,55,120,4
46,1,FIRE,184,55,136,4
47,2,RIGHT,92,131,152,4
48,2,RIGHT,0,191,168,4
49,3,LEFT,92,154,184,4
50,1,FIRE,92,143,200,4
51,1,FIRE,92,143,216,4
52,3,LEFT,184,62,232,4
53,1,FIRE,184,55,248,4
54,3,LEFT,184,55,8,4
55,1,FIRE,184,55,24,4
56,1,FIRE,184,55,40,4
57,0,NOOP,184,55,56,4
58,2,RIGHT,92,131,72,4
59,2,RIGHT,0,191,88,4
60,2,RIGHT,0,191,104,4
61,1,FIRE,0,191,120,4
62,0,NOOP,0,191,136,4
63,1,FIRE,0,191,152,4
64,1,FIRE,0,191,168,4
65,1,FIRE,0,191,184,4
66,1,FIRE,0,191,200,4
67,0,NOOP,0,191,216,4
68,2,RIGHT,0,191,232,4
69,0,NOOP,0,191,248,4
70,3,LEFT,84,160,8,4
71,3,LEFT,178,68,24,4
72,2,RIGHT,84,139,40,4
73,0,NOOP,80,154,56,4
74,0,NOOP,80,154,72,4
75,1,FIRE,80,154,88,4
76,3,LEFT,172,74,104,4
77,1,FIRE,172,63,120,4
78,0,NOOP,172,63,136,4
79,3,LEFT,184,55,152,4
80,0,NOOP,184,55,168,4
81,2,RIGHT,92,131,184,4
82,2,RIGHT,0,191,200,4
83,2,RIGHT,0,191,216,4
84,0,NOOP,0,191,232,4
85,0,NOOP,0,191,248,4
86,3,LEFT,84,160,8,4
87,1,FIRE,84,151,24,4
88,0,NOOP,84,151,40,4
89,0,NOOP,84,151,56,4
90,3,LEFT,178,68,72,4
91,2,RIGHT,84,139,88,4
92,2,RIGHT,0,191,104,4
93,2,RIGHT,0,191,120,4
94,3,LEFT,84,160,136,4
95,3,LEFT,178,68,152,4
96,2,RIGHT,84,139,168,4
97,0,NOOP,84,150,184,4
98,0,NOOP,84,150,200,4
99,3,LEFT,178,68,216,4
100,3,LEFT,184,55,232,4
101,2,RIGHT,92,131,248,4
102,1,FIRE,92,142,8,4
103,0,NOOP,92,142,24,4
104,0,NOOP,92,142,40,4
105,1,FIRE,92,142,56,4
106,3,LEFT,184,62,72,4
107,0,NOOP,184,55,88,4
108,2,RIGHT,104,121,104,4
109,0,NOOP,104,130,120,4
110,3,LEFT,184,55,136,4
111,2,RIGHT,92,131,152,4
112,2,RIGHT,0,191,168,4
113,3,LEFT,80,166,184,4
114,3,LEFT,172,74,200,4
115,3,LEFT,98,126,8,3
116,0,NOOP(refire),98,136,24,3
117,3,LEFT,184,56,40,3
118,3,LEFT,184,55,56,3
119,3,LEFT,184,55,72,3
120,3,LEFT,184,55,88,3
121,3,LEFT,184,55,104,3
122,3,LEFT,184,55,120,3
123,1,FIRE,184,55,136,3
124,2,RIGHT,92,131,152,3
125,0,NOOP,86,148,168,3
126,2,RIGHT,0,191,184,3
127,3,LEFT,86,160,200,3
128,3,LEFT,178,68,216,3
129,3,LEFT,184,55,232,3
130,2,RIGHT,92,131,248,3
131,3,LEFT,184,62,8,3
132,2,RIGHT,92,131,24,3
133,3,LEFT,184,62,40,3
134,2,RIGHT,98,126,56,3
135,3,LEFT,92,131,120,2
136,0,NOOP(refire),92,142,136,2
137,2,RIGHT,0,191,152,2
138,1,FIRE,0,191,168,2
139,3,LEFT,98,148,184,2
140,0,NOOP,98,137,200,2
