frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,192,5
1,2,RIGHT,0,191,208,5
2,1,FIRE,0,191,224,5
3,1,FIRE,0,191,240,5
4,0,NOOP,0,191,0,5
5,0,NOOP,0,191,16,5
6,2,RIGHT,0,191,32,5
7,0,NOOP,0,191,48,5
8,2,RIGHT,0,191,64,5
9,1,FIRE,0,191,80,5
10,2,RIGHT,0,191,96,5
11,2,RIGHT,0,191,112,5
12,3,LEFT,84,160,128,5
13,1,FIRE,84,151,144,5
14,1,FIRE,84,151,160,5
15,2,RIGHT,0,191,176,5
16,3,LEFT,80,166,192,5
17,0,NOOP,80,155,208,5
18,3,LEFT,172,74,224,5
19,3,LEFT,184,55,240,5
20,1,FIRE,184,55,0,5
21,3,LEFT,184,55,16,5
22,3,LEFT,184,55,32,5
23,0,NOOP,184,55,48,5
24,0,NOOP,184,55,64,5
25,1,FIRE,184,55,80,5
26,2,RIGHT,98,126,96,5
27,2,RIGHT,0,191,112,5
28,2,RIGHT,0,191,128,5
29,3,LEFT,80,166,144,5
30,3,LEFT,172,74,160,5
31,0,NOOP,178,57,176,5
32,3,LEFT,184,55,192,5
33,2,RIGHT,92,131,208,5
34,3,LEFT,184,62,224,5
35,2,RIGHT,92,131,240,5
36,3,LEFT,184,62,0,5
37,2,RIGHT,92,131,16,5
38,3,LEFT,92,131,80,4
39,0,NOOP(refire),92,142,96,4
40,3,LEFT,184,62,112,4
41,1,FIRE,184,55,128,4
42,3,LEFT,184,55,144,4
43,0,NOOP,184,55,160,4
44,0,NOOP,184,55,176,4
45,2,RIGHT,98,126,192,4
46,2,RIGHT,0,191,208,4
47,2,RIGHT,0,191,224,4
48,3,LEFT,84,160,240,4
49,0,NOOP,84,151,0,4
50,1,FIRE,84,151,16,4
51,1,FIRE,84,151,32,4
52,1,FIRE,84,151,48,4
53,3,LEFT,178,68,64,4
54,1,FIRE,178,57,80,4
55,3,LEFT,184,55,96,4
56,1,FIRE,184,55,112,4
57,1,FIRE,184,55,128,4
58,2,RIGHT,92,131,144,4
59,2,RIGHT,0,191,160,4
60,3,LEFT,92,154,176,4
61,2,RIGHT,0,191,192,4
62,1,FIRE,0,191,208,4
63,2,RIGHT,0,191,224,4
64,2,RIGHT,0,191,240,4
65,3,LEFT,84,160,0,4
66,0,NOOP,84,151,16,4
67,3,LEFT,178,68,32,4
68,3,LEFT,184,55,48,4
69,1,FIRE,184,55,64,4
70,0,NOOP,184,55,80,4
71,1,FIRE,184,55,96,4
72,2,RIGHT,92,131,112,4
73,2,RIGHT,0,191,128,4
74,0,NOOP,0,191,144,4
75,2,RIGHT,0,191,160,4
76,2,RIGHT,0,191,176,4
77,1,FIRE,0,191,192,4
78,3,LEFT,84,160,208,4
79,3,LEFT,178,68,224,4
80,3,LEFT,184,55,240,4
81,3,LEFT,184,55,0,4
82,1,FIRE,184,55,16,4
83,0,NOOP,184,55,32,4
84,2,RIGHT,92,131,48,4
85,1,FIRE,92,142,64,4
86,3,LEFT,184,62,80,4
87,1,FIRE,184,55,96,4
88,2,RIGHT,92,131,112,4
89,2,RIGHT,0,191,128,4
90,2,RIGHT,0,191,144,4
91,3,LEFT,84,160,160,4
92,1,FIRE,84,151,176,4
93,1,FIRE,84,151,192,4
94,0,NOOP,84,151,208,4
95,1,FIRE,84,151,224,4
96,0,NOOP,84,151,240,4
97,1,FIRE,84,151,0,4
98,0,NOOP,84,151,16,4
99,0,NOOP,84,151,32,4
100,3,LEFT,178,68,48,4
101,3,LEFT,184,55,64,4
102,3,LEFT,184,55,80,4
103,3,LEFT,184,55,96,4
104,2,RIGHT,92,131,112,4
105,0,NOOP,80,154,128,4
106,2,RIGHT,0,191,144,4
107,3,LEFT,86,160,160,4
108,1,FIRE,86,149,176,4
109,3,LEFT,178,68,192,4
110,3,LEFT,184,55,208,4
111,3,LEFT,184,55,224,4
112,0,NOOP,184,55,240,4
113,2,RIGHT,92,131,0,4
114,2,RIGHT,0,191,16,4
115,2,RIGHT,0,191,32,4
116,3,LEFT,84,160,48,4
117,2,RIGHT,0,191,64,4
