frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,160,5
1,2,RIGHT,0,191,176,5
2,1,FIRE,0,191,192,5
3,1,FIRE,0,191,208,5
4,0,NOOP,0,191,224,5
5,0,NOOP,0,191,240,5
6,2,RIGHT,0,191,0,5
7,0,NOOP,0,191,16,5
8,2,RIGHT,0,191,32,5
9,1,FIRE,0,191,48,5
10,2,RIGHT,0,191,64,5
11,2,RIGHT,0,191,80,5
12,3,LEFT,84,160,96,5
13,1,FIRE,84,151,112,5
14,1,FIRE,84,151,128,5
15,2,RIGHT,0,191,144,5
16,3,LEFT,84,160,160,5
17,0,NOOP,84,151,176,5
18,3,LEFT,178,68,192,5
19,3,LEFT,184,55,208,5
20,2,RIGHT,92,131,224,5
21,3,LEFT,172,74,240,5
22,0,NOOP,172,63,0,5
23,2,RIGHT,80,143,16,5
24,0,NOOP,80,154,32,5
25,1,FIRE,80,154,48,5
26,2,RIGHT,0,191,64,5
27,2,RIGHT,0,191,80,5
28,2,RIGHT,0,191,96,5
29,3,LEFT,84,160,112,5
30,3,LEFT,178,68,128,5
31,1,FIRE,178,57,144,5
32,3,LEFT,184,55,160,5
33,1,FIRE,184,55,176,5
34,3,LEFT,184,55,192,5
35,2,RIGHT,92,131,208,5
36,2,RIGHT,0,191,224,5
37,1,FIRE,0,191,240,5
38,1,FIRE,0,191,0,5
39,0,NOOP,0,191,16,5
40,0,NOOP,0,191,32,5
41,3,LEFT,92,154,48,5
42,3,LEFT,184,62,64,5
43,1,FIRE,184,55,80,5
44,3,LEFT,184,55,96,5
45,3,LEFT,184,55,112,5
46,1,FIRE,184,55,128,5
47,3,LEFT,184,55,144,5
48,2,RIGHT,92,131,160,5
49,2,RIGHT,0,191,176,5
50,0,NOOP,0,191,192,5
51,0,NOOP,0,191,208,5
52,1,FIRE,0,191,224,5
53,1,FIRE,0,191,240,5
54,2,RIGHT,0,191,0,5
55,3,LEFT,80,166,16,5
56,3,LEFT,172,74,32,5
57,2,RIGHT,90,133,48,5
58,1,FIRE,90,144,64,5
59,0,NOOP,90,144,80,5
60,1,FIRE,90,144,96,5
61,1,FIRE,90,144,112,5
62,0,NOOP,90,144,128,5
63,1,FIRE,90,144,144,5
64,1,FIRE,90,144,160,5
65,2,RIGHT,0,191,176,5
66,3,LEFT,90,155,192,5
67,3,LEFT,182,62,208,5
68,0,NOOP,182,55,224,5
69,0,NOOP,182,55,240,5
70,0,NOOP,182,55,0,5
71,0,NOOP,182,55,16,5
72,0,NOOP,182,55,32,5
73,1,FIRE,182,55,48,5
74,0,NOOP,182,55,64,5
75,2,RIGHT,90,133,80,5
76,2,RIGHT,0,191,96,5
77,2,RIGHT,0,191,112,5
78,0,NOOP,0,191,128,5
79,2,RIGHT,0,191,144,5
80,3,LEFT,84,160,160,5
81,0,NOOP,84,151,176,5
82,0,NOOP,84,151,192,5
83,1,FIRE,84,151,208,5
84,3,LEFT,172,74,224,5
85,3,LEFT,184,55,240,5
86,1,FIRE,184,55,0,5
87,2,RIGHT,92,131,16,5
88,2,RIGHT,0,191,32,5
89,1,FIRE,0,191,48,5
90,1,FIRE,0,191,64,5
91,3,LEFT,92,154,80,5
92,3,LEFT,184,62,96,5
93,1,FIRE,184,55,112,5
94,1,FIRE,184,55,128,5
95,0,NOOP,184,55,144,5
96,0,NOOP,184,55,160,5
97,0,NOOP,184,55,176,5
98,3,LEFT,184,55,192,5
99,1,FIRE,184,55,208,5
100,0,NOOP,184,55,224,5
101,0,NOOP,184,55,240,5
102,0,NOOP,184,55,0,5
103,2,RIGHT,92,131,16,5
104,3,LEFT,184,62,32,5
105,2,RIGHT,92,131,48,5
106,2,RIGHT,0,191,64,5
107,2,RIGHT,0,191,80,5
