frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,184,5
1,3,LEFT,84,160,200,5
2,3,LEFT,84,139,8,4
3,0,NOOP(refire),84,150,24,4
4,3,LEFT,166,80,40,4
5,3,LEFT,184,55,56,4
6,3,LEFT,184,55,72,4
7,2,RIGHT,92,131,88,4
8,3,LEFT,184,62,104,4
9,1,FIRE,184,55,120,4
10,1,FIRE,184,55,136,4
11,1,FIRE,184,55,152,4
12,0,NOOP,184,55,168,4
13,1,FIRE,184,55,184,4
14,1,FIRE,184,55,200,4
15,1,FIRE,184,55,216,4
16,3,LEFT,184,55,232,4
17,2,RIGHT,98,126,248,4
18,3,LEFT,184,56,8,4
19,2,RIGHT,92,131,24,4
20,1,FIRE,92,142,40,4
21,3,LEFT,178,68,56,4
22,2,RIGHT,86,137,72,4
23,2,RIGHT,0,191,88,4
24,2,RIGHT,0,191,104,4
25,0,NOOP,0,191,120,4
26,3,LEFT,84,160,136,4
27,2,RIGHT,0,191,152,4
28,1,FIRE,0,191,168,4
29,0,NOOP,0,191,184,4
30,0,NOOP,0,191,200,4
31,0,NOOP,0,191,216,4
32,0,NOOP,0,191,232,4
33,0,NOOP,0,191,248,4
34,3,LEFT,74,172,8,4
35,2,RIGHT,0,191,24,4
36,0,NOOP,0,191,40,4
37,0,NOOP,0,191,56,4
38,3,LEFT,80,166,72,4
39,3,LEFT,172,74,88,4
40,3,LEFT,184,55,104,4
41,2,RIGHT,92,131,120,4
42,1,FIRE,80,154,136,4
43,3,LEFT,80,143,200,3
44,0,NOOP(refire),80,154,216,3
45,3,LEFT,172,74,232,3
46,3,LEFT,184,55,248,3
47,1,FIRE,184,55,8,3
48,1,FIRE,184,55,24,3
49,2,RIGHT,92,131,40,3
50,2,RIGHT,0,191,56,3
51,2,RIGHT,0,191,72,3
52,2,RIGHT,0,191,88,3
53,3,LEFT,84,160,104,3
54,2,RIGHT,0,191,120,3
55,3,LEFT,0,191,184,2
56,0,NOOP(refire),0,191,200,2
57,3,LEFT,90,155,216,2
58,3,LEFT,182,62,232,2
59,3,LEFT,184,55,248,2
60,3,LEFT,98,126,56,1
61,0,NOOP(refire),98,136,72,1
62,3,LEFT,184,56,88,1
63,0,NOOP,184,55,104,1
64,3,LEFT,184,55,120,1
65,3,LEFT,184,55,136,1
66,3,LEFT,184,55,152,1
67,2,RIGHT,108,115,168,1
68,2,RIGHT,18,191,184,1
69,2,RIGHT,0,191,200,1
70,3,LEFT,84,160,216,1
71,2,RIGHT,0,191,232,1
72,1,FIRE,0,191,248,1
73,2,RIGHT,0,191,8,1
74,1,FIRE,0,191,24,1
75,0,NOOP,0,191,40,1
76,3,LEFT,84,160,56,1
77,3,LEFT,178,68,72,1
78,1,FIRE,178,57,88,1
79,1,FIRE,178,57,104,1
80,0,NOOP,178,57,120,1
81,1,FIRE,178,57,136,1
82,3,LEFT,184,55,152,1
83,2,RIGHT,92,131,168,1
84,3,LEFT,184,62,184,1
85,0,NOOP,184,55,200,1
86,0,NOOP,184,55,216,1
87,0,NOOP,184,55,232,1
88,1,FIRE,184,55,248,1
89,0,NOOP,184,55,8,1
90,1,FIRE,184,55,24,1
91,1,FIRE,184,55,40,1
92,0,NOOP,184,55,56,1
93,3,LEFT,184,55,72,1
94,3,LEFT,184,55,88,1
95,3,LEFT,184,55,104,1
96,2,RIGHT,92,131,120,1
97,0,NOOP,92,142,136,1
98,0,NOOP,92,142,152,1
99,1,FIRE,92,142,168,1
100,0,NOOP,92,142,184,1
101,3,LEFT,184,62,200,1
102,1,FIRE,184,55,216,1
103,1,FIRE,184,55,232,1
104,0,NOOP,184,55,248,1
105,0,NOOP,184,55,8,1
106,1,FIRE,184,55,24,1
107,2,RIGHT,92,131,40,1
108,2,RIGHT,0,191,56,1
109,1,FIRE,0,191,72,1
110,3,LEFT,80,166,88,1
111,3,LEFT,172,74,104,1
112,3,LEFT,184,55,120,1
113,0,NOOP,184,55,136,1
114,2,RIGHT,92,131,152,1
115,1,FIRE,92,142,168,1
116,3,LEFT,184,62,184,1
117,1,FIRE,184,55,200,1
118,1,FIRE,184,55,216,1
119,1,FIRE,184,55,232,1
120,1,FIRE,184,55,248,1
121,0,NOOP,184,55,8,1
122,2,RIGHT,92,131,24,1
123,0,NOOP,92,142,40,1
124,0,NOOP,92,142,56,1
125,3,LEFT,184,62,72,1
126,3,LEFT,184,55,88,1
127,1,FIRE,184,55,104,1
128,1,FIRE,184,55,120,1
129,0,NOOP,184,55,136,1
130,0,NOOP,184,55,152,1
131,1,FIRE,184,55,168,1
132,1,FIRE,184,55,184,1
133,2,RIGHT,104,121,200,1
134,1,FIRE,104,130,216,1
135,3,LEFT,184,55,232,1
136,2,RIGHT,92,131,248,1
137,0,NOOP,92,142,8,1
138,0,NOOP,92,142,24,1
139,2,RIGHT,0,191,40,1
140,2,RIGHT,0,191,56,1
141,2,RIGHT,0,191,72,1
142,1,FIRE,0,191,88,1
143,3,LEFT,84,160,104,1
144,1,FIRE,84,151,120,1
145,0,NOOP,84,151,136,1
146,1,FIRE,84,151,152,1
147,0,NOOP,84,151,168,1
148,3,LEFT,178,68,184,1
149,3,LEFT,184,55,200,1
150,2,RIGHT,98,126,216,1
151,1,FIRE,92,142,232,1
152,0,NOOP,92,142,248,1
153,3,LEFT,178,68,8,1
154,1,FIRE,178,57,24,1
155,0,NOOP,178,57,40,1
156,1,FIRE,178,57,56,1
157,1,FIRE,178,57,72,1
158,3,LEFT,184,55,88,1
159,2,RIGHT,92,131,104,1
160,2,RIGHT,0,191,120,1
161,2,RIGHT,0,191,136,1
162,3,LEFT,80,166,152,1
163,0,NOOP,80,155,168,1
164,2,RIGHT,0,191,184,1
165,1,FIRE,0,191,200,1
166,3,LEFT,90,155,216,1
167,3,LEFT,182,62,232,1
168,2,RIGHT,98,126,248,1
169,3,LEFT,178,68,8,1
170,1,FIRE,178,57,24,1
171,3,LEFT,184,55,40,1
172,0,NOOP,184,55,56,1
173,2,RIGHT,92,131,72,1
174,0,NOOP,92,142,88,1
175,2,RIGHT,0,191,104,1
176,0,NOOP,0,191,120,1
177,1,FIRE,0,191,136,1
178,1,FIRE,0,191,152,1
179,3,LEFT,92,154,168,1
180,3,LEFT,184,62,184,1
181,0,NOOP,184,55,200,1
182,2,RIGHT,92,131,216,1
183,0,NOOP,92,142,232,1
184,1,FIRE,92,142,248,1
185,0,NOOP,92,142,8,1
186,1,FIRE,92,142,24,1
187,1,FIRE,92,142,40,1
188,0,NOOP,92,142,56,1
189,2,RIGHT,0,191,72,1
190,2,RIGHT,0,191,88,1
191,2,RIGHT,0,191,104,1
192,2,RIGHT,0,191,120,1
193,3,LEFT,84,160,136,1
194,0,NOOP,84,151,152,1
195,1,FIRE,84,151,168,1
196,2,RIGHT,0,191,184,1
197,1,FIRE,0,191,200,1
198,3,LEFT,84,160,216,1
199,3,LEFT,178,68,232,1
200,2,RIGHT,96,127,248,1
201,3,LEFT,0,191,52,0
