frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,192,5
1,3,LEFT,84,160,208,5
2,3,LEFT,84,139,16,4
3,0,NOOP(refire),84,150,32,4
4,2,RIGHT,0,191,48,4
5,3,LEFT,80,166,64,4
6,1,FIRE,80,155,80,4
7,0,NOOP,80,155,96,4
8,0,NOOP,80,155,112,4
9,0,NOOP,80,155,128,4
10,3,LEFT,172,74,144,4
11,0,NOOP,172,63,160,4
12,1,FIRE,172,63,176,4
13,2,RIGHT,90,133,192,4
14,2,RIGHT,0,191,208,4
15,2,RIGHT,0,191,224,4
16,0,NOOP,0,191,240,4
17,1,FIRE,0,191,0,4
18,1,FIRE,0,191,16,4
19,0,NOOP,0,191,32,4
20,3,LEFT,84,160,48,4
21,3,LEFT,178,68,64,4
22,0,NOOP,178,57,80,4
23,0,NOOP,178,57,96,4
24,3,LEFT,184,55,112,4
25,3,LEFT,184,55,128,4
26,3,LEFT,184,55,144,4
27,0,NOOP,184,55,160,4
28,2,RIGHT,92,131,176,4
29,1,FIRE,92,142,192,4
30,0,NOOP,92,142,208,4
31,2,RIGHT,0,191,224,4
32,2,RIGHT,0,191,240,4
33,2,RIGHT,0,191,0,4
34,3,LEFT,84,160,16,4
35,3,LEFT,178,68,32,4
36,1,FIRE,184,55,48,4
37,3,LEFT,184,55,64,4
38,2,RIGHT,92,131,80,4
39,3,LEFT,184,62,96,4
40,2,RIGHT,92,131,112,4
41,3,LEFT,184,62,128,4
42,3,LEFT,184,55,144,4
43,3,LEFT,92,131,208,3
44,0,NOOP(refire),86,148,224,3
45,3,LEFT,178,68,240,3
46,3,LEFT,184,55,0,3
47,1,FIRE,184,55,16,3
48,0,NOOP,184,55,32,3
49,1,FIRE,184,55,48,3
50,3,LEFT,184,55,64,3
51,0,NOOP,184,55,80,3
52,3,LEFT,184,55,96,3
53,2,RIGHT,92,131,112,3
54,1,FIRE,92,142,128,3
55,1,FIRE,92,142,144,3
56,3,LEFT,184,62,160,3
57,3,LEFT,184,55,176,3
58,2,RIGHT,92,131,192,3
59,1,FIRE,86,148,208,3
60,0,NOOP,86,148,224,3
61,3,LEFT,172,74,240,3
62,2,RIGHT,80,143,0,3
63,2,RIGHT,0,191,16,3
64,2,RIGHT,0,191,32,3
65,3,LEFT,84,160,48,3
66,2,RIGHT,0,191,64,3
67,3,LEFT,96,150,80,3
68,0,NOOP,102,133,96,3
69,2,RIGHT,12,191,112,3
70,2,RIGHT,0,191,128,3
71,3,LEFT,84,160,144,3
72,3,LEFT,178,68,160,3
73,1,FIRE,184,55,176,3
74,2,RIGHT,92,131,192,3
75,0,NOOP,92,142,208,3
76,1,FIRE,92,142,224,3
77,1,FIRE,92,142,240,3
78,3,LEFT,184,62,0,3
79,2,RIGHT,92,131,16,3
80,3,LEFT,184,62,32,3
81,3,LEFT,92,131,96,2
82,0,NOOP(refire),92,142,112,2
83,3,LEFT,184,62,128,2
84,1,FIRE,184,55,144,2
85,1,FIRE,184,55,160,2
86,0,NOOP,184,55,176,2
87,2,RIGHT,92,131,192,2
88,2,RIGHT,0,191,208,2
89,2,RIGHT,0,191,224,2
90,2,RIGHT,0,191,240,2
91,3,LEFT,84,160,0,2
92,2,RIGHT,0,191,16,2
93,3,LEFT,0,191,80,1
94,0,NOOP(refire),0,191,96,1
95,3,LEFT,96,150,112,1
96,3,LEFT,184,57,128,1
97,3,LEFT,184,55,144,1
98,3,LEFT,0,191,96,0
