frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,140,5
1,2,RIGHT,0,191,156,5
2,1,FIRE,0,191,172,5
3,1,FIRE,0,191,188,5
4,0,NOOP,0,191,204,5
5,0,NOOP,0,191,220,5
6,2,RIGHT,0,191,236,5
7,0,NOOP,0,191,252,5
8,2,RIGHT,0,191,12,5
9,1,FIRE,0,191,28,5
10,2,RIGHT,0,191,44,5
11,2,RIGHT,0,191,60,5
12,3,LEFT,84,160,76,5
13,1,FIRE,84,151,92,5
14,1,FIRE,84,151,108,5
15,2,RIGHT,0,191,124,5
16,3,LEFT,90,155,140,5
17,0,NOOP,90,145,156,5
18,3,LEFT,182,62,172,5
19,0,NOOP,182,55,188,5
20,1,FIRE,182,55,204,5
21,3,LEFT,184,55,220,5
22,3,LEFT,184,55,236,5
23,0,NOOP,184,55,252,5
24,0,NOOP,184,55,12,5
25,1,FIRE,184,55,28,5
26,2,RIGHT,104,121,44,5
27,2,RIGHT,12,191,60,5
28,2,RIGHT,0,191,76,5
29,3,LEFT,84,160,92,5
30,3,LEFT,178,68,108,5
31,1,FIRE,182,55,124,5
32,3,LEFT,184,55,140,5
33,2,RIGHT,92,131,156,5
34,3,LEFT,184,62,172,5
35,2,RIGHT,104,121,188,5
36,3,LEFT,184,55,204,5
37,0,NOOP,184,55,220,5
38,3,LEFT,98,126,28,4
39,0,NOOP(refire),92,142,44,4
40,3,LEFT,184,62,60,4
41,1,FIRE,184,55,76,4
42,3,LEFT,184,55,92,4
43,0,NOOP,184,55,108,4
44,0,NOOP,184,55,124,4
45,2,RIGHT,98,126,140,4
46,2,RIGHT,0,191,156,4
47,2,RIGHT,0,191,172,4
48,3,LEFT,80,166,188,4
49,1,FIRE,84,151,204,4
50,1,FIRE,84,151,220,4
51,1,FIRE,84,151,236,4
52,3,LEFT,178,68,252,4
53,3,LEFT,184,55,12,4
54,3,LEFT,184,55,28,4
55,3,LEFT,184,55,44,4
56,1,FIRE,184,55,60,4
57,1,FIRE,184,55,76,4
58,2,RIGHT,92,131,92,4
59,2,RIGHT,0,191,108,4
60,3,LEFT,92,154,124,4
61,2,RIGHT,0,191,140,4
62,0,NOOP,0,191,156,4
63,1,FIRE,0,191,172,4
64,0,NOOP,0,191,188,4
65,3,LEFT,74,171,204,4
66,3,LEFT,166,80,220,4
67,3,LEFT,184,55,236,4
68,2,RIGHT,92,131,252,4
69,2,RIGHT,0,191,12,4
70,2,RIGHT,0,191,28,4
71,1,FIRE,0,191,44,4
72,3,LEFT,68,178,60,4
73,3,LEFT,160,86,76,4
74,3,LEFT,184,55,92,4
75,1,FIRE,184,55,108,4
76,1,FIRE,184,55,124,4
77,2,RIGHT,92,131,140,4
78,0,NOOP,86,148,156,4
79,0,NOOP,86,148,172,4
80,3,LEFT,92,131,236,3
81,0,NOOP(refire),86,148,252,3
82,3,LEFT,178,68,12,3
83,3,LEFT,184,55,28,3
84,1,FIRE,184,55,44,3
85,3,LEFT,184,55,60,3
86,0,NOOP,184,55,76,3
87,3,LEFT,184,55,92,3
88,3,LEFT,184,55,108,3
89,3,LEFT,184,55,124,3
90,2,RIGHT,92,131,140,3
91,0,NOOP,92,142,156,3
92,3,LEFT,184,62,172,3
93,3,LEFT,184,55,188,3
94,3,LEFT,184,55,204,3
95,2,RIGHT,92,131,220,3
96,1,FIRE,92,142,236,3
97,3,LEFT,184,62,252,3
98,3,LEFT,184,55,12,3
99,0,NOOP,184,55,28,3
100,1,FIRE,184,55,44,3
101,3,LEFT,184,55,60,3
102,1,FIRE,184,55,76,3
103,2,RIGHT,92,131,92,3
104,2,RIGHT,0,191,108,3
105,3,LEFT,92,154,124,3
106,3,LEFT,184,62,140,3
107,3,LEFT,184,55,156,3
108,0,NOOP,184,55,172,3
109,1,FIRE,184,55,188,3
110,3,LEFT,184,55,204,3
111,1,FIRE,184,55,220,3
112,2,RIGHT,98,126,236,3
113,1,FIRE,92,142,252,3
114,1,FIRE,92,142,12,3
115,2,RIGHT,0,191,28,3
116,1,FIRE,0,191,44,3
117,1,FIRE,0,191,60,3
118,3,LEFT,74,172,76,3
119,3,LEFT,166,80,92,3
120,0,NOOP,166,69,108,3
121,2,RIGHT,80,145,124,3
122,0,NOOP,80,154,140,3
123,3,LEFT,166,80,156,3
124,0,NOOP,172,63,172,3
125,0,NOOP,172,63,188,3
126,2,RIGHT,84,139,204,3
127,3,LEFT,178,68,220,3
128,1,FIRE,178,57,236,3
129,0,NOOP,178,57,252,3
130,3,LEFT,184,55,12,3
131,3,LEFT,184,55,28,3
132,1,FIRE,184,55,44,3
133,2,RIGHT,92,131,60,3
134,0,NOOP,0,191,124,2
135,0,NOOP(refire),0,191,140,2
136,1,FIRE,0,191,156,2
137,1,FIRE,0,191,172,2
138,3,LEFT,86,160,188,2
139,1,FIRE,92,143,204,2
140,0,NOOP,92,143,220,2
141,0,NOOP,92,143,236,2
142,0,NOOP,92,143,252,2
143,0,NOOP,92,143,12,2
144,0,NOOP,92,143,28,2
145,3,LEFT,184,62,44,2
146,1,FIRE,184,55,60,2
147,0,NOOP,184,55,76,2
148,2,RIGHT,92,131,92,2
149,2,RIGHT,0,191,108,2
150,2,RIGHT,0,191,124,2
151,1,FIRE,0,191,140,2
152,1,FIRE,0,191,156,2
