frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,156,5
1,3,LEFT,84,160,172,5
2,3,LEFT,90,133,236,4
3,0,NOOP(refire),90,144,252,4
4,3,LEFT,182,62,12,4
5,0,NOOP,182,55,28,4
6,1,FIRE,182,55,44,4
7,1,FIRE,182,55,60,4
8,0,NOOP,182,55,76,4
9,2,RIGHT,90,133,92,4
10,2,RIGHT,0,191,108,4
11,2,RIGHT,0,191,124,4
12,3,LEFT,84,160,140,4
13,1,FIRE,84,151,156,4
14,1,FIRE,84,151,172,4
15,1,FIRE,84,151,188,4
16,3,LEFT,178,68,204,4
17,0,NOOP,178,57,220,4
18,1,FIRE,178,57,236,4
19,3,LEFT,184,55,252,4
20,3,LEFT,184,55,12,4
21,0,NOOP,184,55,28,4
22,2,RIGHT,92,131,44,4
23,2,RIGHT,0,191,60,4
24,3,LEFT,92,154,76,4
25,2,RIGHT,12,191,92,4
26,2,RIGHT,0,191,108,4
27,0,NOOP,0,191,124,4
28,2,RIGHT,0,191,140,4
29,0,NOOP,0,191,156,4
30,3,LEFT,80,166,172,4
31,3,LEFT,172,74,188,4
32,1,FIRE,172,63,204,4
33,3,LEFT,92,131,12,3
34,0,NOOP(refire),86,148,28,3
35,3,LEFT,178,68,44,3
36,1,FIRE,178,57,60,3
37,1,FIRE,178,57,76,3
38,3,LEFT,184,55,92,3
39,0,NOOP,184,55,108,3
40,1,FIRE,184,55,124,3
41,3,LEFT,184,55,140,3
42,0,NOOP,184,55,156,3
43,1,FIRE,184,55,172,3
44,1,FIRE,184,55,188,3
45,1,FIRE,184,55,204,3
46,3,LEFT,184,55,220,3
47,3,LEFT,184,55,236,3
48,3,LEFT,184,55,252,3
49,3,LEFT,184,55,12,3
50,3,LEFT,184,55,28,3
51,0,NOOP,184,55,44,3
52,0,NOOP,184,55,60,3
53,1,FIRE,184,55,76,3
54,3,LEFT,184,55,92,3
55,1,FIRE,184,55,108,3
56,0,NOOP,184,55,124,3
57,2,RIGHT,98,126,140,3
58,3,LEFT,178,68,156,3
59,3,LEFT,184,55,172,3
60,0,NOOP,184,55,188,3
61,1,FIRE,184,55,204,3
62,2,RIGHT,98,126,220,3
63,3,LEFT,166,80,236,3
64,1,FIRE,166,69,252,3
65,0,NOOP,166,69,12,3
66,3,LEFT,184,55,28,3
67,2,RIGHT,92,131,44,3
68,3,LEFT,184,62,60,3
69,1,FIRE,184,55,76,3
70,1,FIRE,184,55,92,3
71,0,NOOP,184,55,108,3
72,2,RIGHT,92,131,124,3
73,1,FIRE,92,142,140,3
74,0,NOOP,92,142,156,3
75,0,NOOP,92,142,172,3
76,2,RIGHT,0,191,188,3
77,0,NOOP,0,191,204,3
78,3,LEFT,86,160,220,3
79,3,LEFT,178,68,236,3
80,3,LEFT,184,55,252,3
81,2,RIGHT,92,131,12,3
82,1,FIRE,92,142,28,3
83,1,FIRE,92,142,44,3
84,0,NOOP,92,142,60,3
85,1,FIRE,92,142,76,3
86,3,LEFT,172,74,92,3
87,3,LEFT,184,55,108,3
88,3,LEFT,184,55,124,3
89,2,RIGHT,92,131,140,3
90,1,FIRE,92,142,156,3
91,1,FIRE,92,142,172,3
92,0,NOOP,92,142,188,3
93,1,FIRE,92,142,204,3
94,0,NOOP,92,142,220,3
95,0,NOOP,92,142,236,3
