frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,84,5
1,3,LEFT,84,160,100,5
2,3,LEFT,84,139,164,4
3,0,NOOP(refire),84,150,180,4
4,3,LEFT,178,68,196,4
5,1,FIRE,182,55,212,4
6,3,LEFT,184,55,228,4
7,3,LEFT,184,55,244,4
8,0,NOOP,184,55,4,4
9,1,FIRE,184,55,20,4
10,3,LEFT,184,55,36,4
11,0,NOOP,184,55,52,4
12,0,NOOP,184,55,68,4
13,3,LEFT,184,55,84,4
14,1,FIRE,184,55,100,4
15,1,FIRE,184,55,116,4
16,0,NOOP,184,55,132,4
17,3,LEFT,184,55,148,4
18,3,LEFT,184,55,164,4
19,1,FIRE,184,55,180,4
20,1,FIRE,184,55,196,4
21,1,FIRE,184,55,212,4
22,3,LEFT,184,55,228,4
23,0,NOOP,184,55,244,4
24,3,LEFT,184,55,4,4
25,1,FIRE,184,55,20,4
26,1,FIRE,184,55,36,4
27,0,NOOP,184,55,52,4
28,3,LEFT,184,55,68,4
29,0,NOOP,184,55,84,4
30,3,LEFT,184,55,100,4
31,2,RIGHT,92,131,116,4
32,3,LEFT,172,74,132,4
33,1,FIRE,172,63,148,4
34,1,FIRE,172,63,164,4
35,3,LEFT,184,55,180,4
36,2,RIGHT,92,131,196,4
37,0,NOOP,92,142,212,4
38,0,NOOP,92,142,228,4
39,3,LEFT,184,62,244,4
40,0,NOOP,184,55,4,4
41,1,FIRE,184,55,20,4
42,1,FIRE,184,55,36,4
43,1,FIRE,184,55,52,4
44,2,RIGHT,92,131,68,4
45,2,RIGHT,0,191,84,4
46,0,NOOP,0,191,100,4
47,3,LEFT,92,154,116,4
48,1,FIRE,98,137,132,4
49,1,FIRE,98,137,148,4
50,1,FIRE,98,137,164,4
51,0,NOOP,98,137,180,4
52,2,RIGHT,12,191,196,4
53,0,NOOP,0,191,212,4
54,3,LEFT,98,148,228,4
55,3,LEFT,184,56,244,4
56,0,NOOP,184,55,4,4
57,1,FIRE,184,55,20,4
58,2,RIGHT,92,131,36,4
59,0,NOOP,92,142,52,4
60,1,FIRE,92,142,68,4
61,1,FIRE,92,142,84,4
62,1,FIRE,92,142,100,4
63,1,FIRE,92,142,116,4
64,1,FIRE,92,142,132,4
65,3,LEFT,184,62,148,4
66,1,FIRE,184,55,164,4
67,0,NOOP,184,55,180,4
68,1,FIRE,184,55,196,4
69,2,RIGHT,92,131,212,4
70,1,FIRE,92,142,228,4
71,0,NOOP,92,142,244,4
72,0,NOOP,92,142,4,4
73,0,NOOP,92,142,20,4
74,3,LEFT,184,62,36,4
75,3,LEFT,184,55,52,4
76,3,LEFT,184,55,68,4
77,0,NOOP,184,55,84,4
78,3,LEFT,184,55,100,4
79,3,LEFT,184,55,116,4
80,1,FIRE,184,55,132,4
81,3,LEFT,184,55,148,4
82,1,FIRE,184,55,164,4
83,2,RIGHT,92,131,180,4
84,2,RIGHT,0,191,196,4
85,2,RIGHT,0,191,212,4
86,2,RIGHT,0,191,228,4
87,3,LEFT,84,160,244,4
88,1,FIRE,84,151,4,4
89,2,RIGHT,0,191,20,4
90,1,FIRE,0,191,36,4
91,0,NOOP,0,191,52,4
92,1,FIRE,0,191,68,4
93,1,FIRE,0,191,84,4
94,3,LEFT,74,172,100,4
95,1,FIRE,74,161,116,4
96,0,NOOP,74,161,132,4
97,1,FIRE,74,161,148,4
98,0,NOOP,74,161,164,4
