frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,104,5
1,3,LEFT,80,166,120,5
2,3,LEFT,80,145,184,4
3,0,NOOP(refire),80,154,200,4
4,3,LEFT,172,74,216,4
5,3,LEFT,184,55,232,4
6,1,FIRE,184,55,248,4
7,3,LEFT,184,55,8,4
8,1,FIRE,184,55,24,4
9,2,RIGHT,92,131,40,4
10,2,RIGHT,0,191,56,4
11,2,RIGHT,0,191,72,4
12,3,LEFT,80,166,88,4
13,0,NOOP,80,155,104,4
14,0,NOOP,80,155,120,4
15,1,FIRE,80,155,136,4
16,1,FIRE,80,155,152,4
17,1,FIRE,80,155,168,4
18,0,NOOP,80,155,184,4
19,0,NOOP,80,155,200,4
20,3,LEFT,172,74,216,4
21,1,FIRE,172,63,232,4
22,3,LEFT,184,55,248,4
23,2,RIGHT,92,131,8,4
24,2,RIGHT,0,191,24,4
25,3,LEFT,68,178,40,4
26,3,LEFT,160,86,56,4
27,1,FIRE,160,75,72,4
28,2,RIGHT,68,155,88,4
29,0,NOOP,68,166,104,4
30,0,NOOP,68,166,120,4
31,1,FIRE,68,166,136,4
32,3,LEFT,148,98,152,4
33,3,LEFT,184,55,168,4
34,3,LEFT,98,126,232,3
35,0,NOOP(refire),98,136,248,3
36,3,LEFT,184,56,8,3
37,0,NOOP,184,55,24,3
38,3,LEFT,184,55,40,3
39,3,LEFT,184,55,56,3
40,3,LEFT,184,55,72,3
41,2,RIGHT,92,131,88,3
42,2,RIGHT,0,191,104,3
43,2,RIGHT,0,191,120,3
44,3,LEFT,84,160,136,3
45,2,RIGHT,0,191,152,3
46,3,LEFT,84,160,168,3
47,0,NOOP,90,145,184,3
48,1,FIRE,90,145,200,3
49,1,FIRE,90,145,216,3
50,1,FIRE,90,145,232,3
51,3,LEFT,182,62,248,3
52,1,FIRE,182,55,8,3
53,2,RIGHT,90,133,24,3
54,3,LEFT,182,62,40,3
55,1,FIRE,184,55,56,3
56,0,NOOP,184,55,72,3
57,1,FIRE,184,55,88,3
58,0,NOOP,184,55,104,3
59,3,LEFT,184,55,120,3
60,0,NOOP,184,55,136,3
61,1,FIRE,184,55,152,3
62,1,FIRE,184,55,168,3
63,0,NOOP,184,55,184,3
64,1,FIRE,184,55,200,3
65,2,RIGHT,98,126,216,3
66,0,NOOP,98,136,232,3
67,2,RIGHT,12,191,248,3
68,0,NOOP,12,191,8,3
69,3,LEFT,104,142,24,3
70,3,LEFT,184,55,40,3
71,2,RIGHT,0,191,104,2
72,0,NOOP(refire),0,191,120,2
73,3,LEFT,92,154,136,2
74,3,LEFT,184,62,152,2
75,2,RIGHT,92,131,168,2
76,3,LEFT,92,131,232,1
77,0,NOOP(refire),92,142,248,1
78,3,LEFT,184,62,8,1
79,1,FIRE,184,55,24,1
80,3,LEFT,184,55,40,1
81,1,FIRE,184,55,56,1
82,1,FIRE,184,55,72,1
83,2,RIGHT,92,131,88,1
84,1,FIRE,92,142,104,1
85,0,NOOP,92,142,120,1
86,1,FIRE,92,142,136,1
87,2,RIGHT,0,191,152,1
88,0,NOOP,0,191,168,1
89,0,NOOP,0,191,184,1
90,1,FIRE,0,191,200,1
91,1,FIRE,0,191,216,1
92,2,RIGHT,0,191,232,1
93,2,RIGHT,0,191,248,1
94,3,LEFT,84,160,8,1
95,0,NOOP,84,151,24,1
96,1,FIRE,84,151,40,1
97,0,NOOP,84,151,56,1
98,0,NOOP,84,151,72,1
99,2,RIGHT,0,191,88,1
100,3,LEFT,80,166,104,1
101,0,NOOP,90,145,120,1
102,0,NOOP,90,145,136,1
103,1,FIRE,90,145,152,1
104,1,FIRE,90,145,168,1
105,0,NOOP,90,145,184,1
106,3,LEFT,182,62,200,1
107,3,LEFT,184,55,216,1
108,2,RIGHT,92,131,232,1
109,0,NOOP,86,148,248,1
110,3,LEFT,178,68,8,1
111,3,LEFT,184,55,24,1
112,3,LEFT,184,55,40,1
113,2,RIGHT,92,131,56,1
114,0,NOOP,86,148,72,1
115,1,FIRE,86,148,88,1
116,3,LEFT,178,68,104,1
117,3,LEFT,184,55,120,1
118,2,RIGHT,92,131,136,1
119,0,NOOP,86,148,152,1
120,3,LEFT,178,68,168,1
121,1,FIRE,178,57,184,1
122,3,LEFT,184,55,200,1
123,2,RIGHT,92,131,216,1
124,2,RIGHT,0,191,232,1
125,2,RIGHT,0,191,248,1
126,2,RIGHT,0,191,8,1
127,0,NOOP,0,191,24,1
128,3,LEFT,84,160,40,1
129,0,NOOP,90,145,56,1
130,1,FIRE,90,145,72,1
131,3,LEFT,182,62,88,1
132,0,NOOP,182,55,104,1
133,1,FIRE,182,55,120,1
134,0,NOOP,182,55,136,1
135,1,FIRE,182,55,152,1
136,2,RIGHT,90,133,168,1
137,1,FIRE,74,160,184,1
138,1,FIRE,74,160,200,1
139,3,LEFT,166,80,216,1
140,0,NOOP,166,69,232,1
141,0,NOOP,166,69,248,1
142,2,RIGHT,80,145,8,1
143,0,NOOP,74,160,24,1
144,3,LEFT,154,92,40,1
145,2,RIGHT,62,161,56,1
146,0,NOOP,62,172,72,1
147,3,LEFT,154,92,88,1
148,3,LEFT,184,55,104,1
149,0,NOOP,184,55,120,1
150,2,RIGHT,92,131,136,1
151,1,FIRE,92,142,152,1
152,1,FIRE,92,142,168,1
153,1,FIRE,92,142,184,1
154,0,NOOP,92,142,200,1
155,3,LEFT,184,62,216,1
156,1,FIRE,184,55,232,1
157,1,FIRE,184,55,248,1
158,2,RIGHT,92,131,8,1
159,3,LEFT,172,74,24,1
160,3,LEFT,184,55,40,1
161,1,FIRE,184,55,56,1
