frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,184,5
1,2,RIGHT,0,191,200,5
2,1,FIRE,0,191,216,5
3,1,FIRE,0,191,232,5
4,0,NOOP,0,191,248,5
5,0,NOOP,0,191,8,5
6,2,RIGHT,0,191,24,5
7,0,NOOP,0,191,40,5
8,2,RIGHT,0,191,56,5
9,1,FIRE,0,191,72,5
10,2,RIGHT,0,191,88,5
11,2,RIGHT,0,191,104,5
12,3,LEFT,84,160,120,5
13,1,FIRE,84,151,136,5
14,1,FIRE,84,151,152,5
15,2,RIGHT,0,191,168,5
16,3,LEFT,84,160,184,5
17,0,NOOP,84,151,200,5
18,3,LEFT,178,68,216,5
19,3,LEFT,184,55,232,5
20,2,RIGHT,92,131,248,5
21,3,LEFT,184,62,8,5
22,2,RIGHT,92,131,24,5
23,1,FIRE,92,142,40,5
24,0,NOOP,92,142,56,5
25,0,NOOP,92,142,72,5
26,2,RIGHT,0,191,88,5
27,2,RIGHT,0,191,104,5
28,2,RIGHT,0,191,120,5
29,3,LEFT,84,160,136,5
30,3,LEFT,178,68,152,5
31,1,FIRE,178,57,168,5
32,3,LEFT,184,55,184,5
33,1,FIRE,184,55,200,5
34,3,LEFT,184,55,216,5
35,2,RIGHT,92,131,232,5
36,2,RIGHT,0,191,248,5
37,1,FIRE,0,191,8,5
38,1,FIRE,0,191,24,5
39,0,NOOP,0,191,40,5
40,0,NOOP,0,191,56,5
41,3,LEFT,92,154,72,5
42,3,LEFT,184,62,88,5
43,1,FIRE,184,55,104,5
44,3,LEFT,184,55,120,5
45,3,LEFT,184,55,136,5
46,1,FIRE,184,55,152,5
47,3,LEFT,184,55,168,5
48,2,RIGHT,92,131,184,5
49,2,RIGHT,0,191,200,5
50,0,NOOP,0,191,216,5
51,0,NOOP,0,191,232,5
52,1,FIRE,0,191,248,5
53,1,FIRE,0,191,8,5
54,2,RIGHT,0,191,24,5
55,3,LEFT,84,160,40,5
56,2,RIGHT,0,191,56,5
57,1,FIRE,0,191,72,5
58,1,FIRE,0,191,88,5
59,1,FIRE,0,191,104,5
60,0,NOOP,0,191,120,5
61,1,FIRE,0,191,136,5
62,1,FIRE,0,191,152,5
63,2,RIGHT,0,191,168,5
64,2,RIGHT,0,191,184,5
65,2,RIGHT,0,191,200,5
66,3,LEFT,84,160,216,5
67,3,LEFT,178,68,232,5
68,3,LEFT,184,55,248,5
69,1,FIRE,184,55,8,5
70,2,RIGHT,92,131,24,5
71,1,FIRE,92,142,40,5
72,0,NOOP,92,142,56,5
73,0,NOOP,92,142,72,5
74,3,LEFT,184,62,88,5
75,0,NOOP,184,55,104,5
76,0,NOOP,184,55,120,5
77,1,FIRE,184,55,136,5
78,1,FIRE,184,55,152,5
79,2,RIGHT,92,131,168,5
80,1,FIRE,92,142,184,5
81,0,NOOP,92,142,200,5
82,3,LEFT,184,62,216,5
83,3,LEFT,184,55,232,5
84,1,FIRE,184,55,248,5
85,0,NOOP,184,55,8,5
86,1,FIRE,184,55,24,5
87,0,NOOP,184,55,40,5
88,2,RIGHT,92,131,56,5
89,2,RIGHT,0,191,72,5
90,1,FIRE,0,191,88,5
91,3,LEFT,86,160,104,5
92,3,LEFT,178,68,120,5
93,2,RIGHT,86,137,136,5
94,0,NOOP,80,154,152,5
95,3,LEFT,160,85,168,5
96,3,LEFT,184,55,184,5
97,1,FIRE,184,55,200,5
98,0,NOOP,184,55,216,5
99,2,RIGHT,92,131,232,5
100,1,FIRE,92,142,248,5
101,1,FIRE,92,142,8,5
102,1,FIRE,92,142,24,5
103,3,LEFT,184,62,40,5
104,3,LEFT,184,55,56,5
105,0,NOOP,184,55,72,5
106,2,RIGHT,92,131,88,5
107,1,FIRE,92,142,104,5
108,1,FIRE,92,142,120,5
109,0,NOOP,92,142,136,5
110,1,FIRE,92,142,152,5
111,1,FIRE,92,142,168,5
112,2,RIGHT,0,191,184,5
113,2,RIGHT,0,191,200,5
114,2,RIGHT,0,191,216,5
115,2,RIGHT,0,191,232,5
116,3,LEFT,80,166,248,5
117,1,FIRE,80,155,8,5
118,1,FIRE,80,155,24,5
119,3,LEFT,172,74,40,5
120,3,LEFT,184,55,56,5
121,3,LEFT,184,55,72,5
122,2,RIGHT,98,126,88,5
123,1,FIRE,92,142,104,5
124,0,NOOP,92,142,120,5
125,0,NOOP,92,142,136,5
126,1,FIRE,92,142,152,5
127,0,NOOP,92,142,168,5
128,3,LEFT,184,62,184,5
129,0,NOOP,184,55,200,5
130,0,NOOP,184,55,216,5
131,2,RIGHT,92,131,232,5
132,2,RIGHT,0,191,248,5
133,2,RIGHT,0,191,8,5
134,3,LEFT,84,160,24,5
135,0,NOOP,84,151,40,5
136,1,FIRE,84,151,56,5
137,0,NOOP,84,151,72,5
138,3,LEFT,172,74,88,5
139,1,FIRE,172,63,104,5
140,2,RIGHT,84,139,120,5
141,3,LEFT,178,68,136,5
142,2,RIGHT,96,127,152,5
143,0,NOOP,96,138,168,5
144,2,RIGHT,12,191,184,5
145,2,RIGHT,0,191,200,5
146,2,RIGHT,0,191,216,5
147,3,LEFT,84,160,232,5
148,2,RIGHT,0,191,248,5
149,0,NOOP,0,191,8,5
150,1,FIRE,0,191,24,5
151,1,FIRE,0,191,40,5
152,3,LEFT,84,160,56,5
153,3,LEFT,178,68,72,5
154,2,RIGHT,84,139,88,5
155,1,FIRE,84,150,104,5
156,3,LEFT,178,68,120,5
157,3,LEFT,184,55,136,5
158,0,NOOP,184,55,152,5
159,2,RIGHT,92,131,168,5
160,3,LEFT,160,85,184,5
161,3,LEFT,92,131,248,4
162,0,NOOP(refire),92,142,8,4
163,2,RIGHT,0,191,24,4
164,1,FIRE,0,191,40,4
165,3,LEFT,86,160,56,4
166,0,NOOP,86,149,72,4
167,0,NOOP,86,149,88,4
168,1,FIRE,86,149,104,4
169,0,NOOP,86,149,120,4
170,0,NOOP,86,149,136,4
171,0,NOOP,86,149,152,4
172,3,LEFT,178,68,168,4
173,3,LEFT,184,55,184,4
174,0,NOOP,184,55,200,4
175,2,RIGHT,98,126,216,4
176,2,RIGHT,0,191,232,4
177,0,NOOP,0,191,248,4
178,1,FIRE,0,191,8,4
179,2,RIGHT,0,191,24,4
180,0,NOOP,0,191,40,4
181,0,NOOP,0,191,56,4
182,1,FIRE,0,191,72,4
183,2,RIGHT,0,191,88,4
184,1,FIRE,0,191,104,4
185,0,NOOP,0,191,120,4
186,2,RIGHT,0,191,136,4
187,0,NOOP,0,191,152,4
188,2,RIGHT,0,191,168,4
189,3,LEFT,84,160,184,4
190,2,RIGHT,0,191,200,4
191,3,LEFT,84,160,216,4
192,0,NOOP,84,151,232,4
193,0,NOOP,84,151,248,4
194,0,NOOP,84,151,8,4
195,1,FIRE,84,151,24,4
196,3,LEFT,178,68,40,4
197,2,RIGHT,84,139,56,4
198,0,NOOP,84,150,72,4
199,1,FIRE,84,150,88,4
200,0,NOOP,84,150,104,4
201,1,FIRE,84,150,120,4
202,2,RIGHT,0,191,136,4
203,0,NOOP,0,191,152,4
204,1,FIRE,0,191,168,4
205,3,LEFT,80,166,184,4
206,1,FIRE,80,155,200,4
207,3,LEFT,154,92,216,4
208,3,LEFT,184,55,232,4
209,1,FIRE,184,55,248,4
210,3,LEFT,184,55,8,4
211,0,NOOP,184,55,24,4
212,2,RIGHT,92,131,40,4
213,3,LEFT,184,62,56,4
214,2,RIGHT,92,131,72,4
215,1,FIRE,0,191,136,3
216,0,NOOP(refire),0,191,152,3
217,3,LEFT,98,148,168,3
218,3,LEFT,98,126,232,2
219,0,NOOP(refire),98,136,248,2
220,3,LEFT,184,56,8,2
221,1,FIRE,184,55,24,2
222,3,LEFT,184,55,40,2
223,3,LEFT,184,55,56,2
224,3,LEFT,184,55,72,2
225,2,RIGHT,92,131,88,2
226,2,RIGHT,0,191,104,2
227,2,RIGHT,0,191,120,2
228,3,LEFT,84,160,136,2
229,2,RIGHT,0,191,152,2
230,0,NOOP,0,191,168,2
231,2,RIGHT,0,191,184,2
232,0,NOOP,0,191,200,2
233,0,NOOP,0,191,216,2
234,3,LEFT,84,160,232,2
235,3,LEFT,178,68,248,2
236,0,NOOP,178,57,8,2
237,1,FIRE,178,57,24,2
238,1,FIRE,178,57,40,2
239,0,NOOP,178,57,56,2
240,1,FIRE,178,57,72,2
241,3,LEFT,184,55,88,2
242,3,LEFT,184,55,104,2
243,3,LEFT,184,55,120,2
244,1,FIRE,184,55,136,2
245,2,RIGHT,92,131,152,2
246,0,NOOP,92,142,168,2
247,3,LEFT,184,62,184,2
248,3,LEFT,184,55,200,2
249,1,FIRE,184,55,216,2
250,3,LEFT,184,55,232,2
251,0,NOOP,184,55,248,2
252,2,RIGHT,92,131,8,2
253,2,RIGHT,0,191,24,2
254,3,LEFT,80,166,40,2
255,1,FIRE,0,191,104,1
256,0,NOOP(refire),0,191,120,1
257,2,RIGHT,0,191,136,1
258,1,FIRE,0,191,152,1
259,1,FIRE,0,191,168,1
260,1,FIRE,0,191,184,1
261,1,FIRE,0,191,200,1
262,0,NOOP,0,191,216,1
263,2,RIGHT,0,191,232,1
264,0,NOOP,0,191,248,1
265,3,LEFT,84,160,8,1
266,1,FIRE,84,151,24,1
267,0,NOOP,84,151,40,1
268,1,FIRE,84,151,56,1
269,0,NOOP,84,151,72,1
270,0,NOOP,84,151,88,1
271,1,FIRE,84,151,104,1
272,0,NOOP,84,151,120,1
273,1,FIRE,84,151,136,1
274,0,NOOP,84,151,152,1
275,1,FIRE,84,151,168,1
276,0,NOOP,84,151,184,1
277,0,NOOP,84,151,200,1
278,1,FIRE,84,151,216,1
279,0,NOOP,84,151,232,1
280,2,RIGHT,0,191,248,1
281,3,LEFT,84,160,8,1
282,0,NOOP,84,151,24,1
283,3,LEFT,166,80,40,1
284,3,LEFT,184,55,56,1
285,3,LEFT,184,55,72,1
286,0,NOOP,184,55,88,1
287,0,NOOP,184,55,104,1
288,3,LEFT,184,55,120,1
289,0,NOOP,184,55,136,1
290,2,RIGHT,98,126,152,1
291,2,RIGHT,0,191,168,1
292,2,RIGHT,0,191,184,1
293,3,LEFT,84,160,200,1
294,0,NOOP,84,151,216,1
295,1,FIRE,84,151,232,1
296,1,FIRE,84,151,248,1
297,1,FIRE,84,151,8,1
298,1,FIRE,84,151,24,1
299,3,LEFT,178,68,40,1
300,1,FIRE,178,57,56,1
301,0,NOOP,178,57,72,1
302,2,RIGHT,84,139,88,1
303,0,NOOP,84,150,104,1
304,1,FIRE,84,150,120,1
305,1,FIRE,84,150,136,1
306,2,RIGHT,0,191,152,1
307,0,NOOP,0,191,168,1
308,0,NOOP,0,191,184,1
309,3,LEFT,84,160,200,1
310,1,FIRE,96,139,216,1
311,1,FIRE,96,139,232,1
312,3,LEFT,184,57,248,1
313,3,LEFT,184,55,8,1
314,0,NOOP,184,55,24,1
315,2,RIGHT,98,126,40,1
316,0,NOOP,98,136,56,1
317,1,FIRE,98,136,72,1
318,1,FIRE,98,136,88,1
319,3,LEFT,184,56,104,1
320,3,LEFT,0,191,88,0
