frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,128,5
1,3,LEFT,80,166,144,5
2,3,LEFT,80,145,208,4
3,0,NOOP(refire),74,160,224,4
4,3,LEFT,166,80,240,4
5,2,RIGHT,74,150,0,4
6,3,LEFT,166,80,16,4
7,1,FIRE,166,69,32,4
8,1,FIRE,166,69,48,4
9,1,FIRE,166,69,64,4
10,3,LEFT,184,55,80,4
11,2,RIGHT,92,131,96,4
12,0,NOOP,92,142,112,4
13,1,FIRE,92,142,128,4
14,1,FIRE,92,142,144,4
15,2,RIGHT,0,191,160,4
16,3,LEFT,80,166,176,4
17,3,LEFT,172,74,192,4
18,3,LEFT,184,55,208,4
19,0,NOOP,184,55,224,4
20,2,RIGHT,92,131,240,4
21,3,LEFT,184,62,0,4
22,3,LEFT,184,55,16,4
23,3,LEFT,98,126,80,3
24,0,NOOP(refire),98,136,96,3
25,3,LEFT,184,56,112,3
26,0,NOOP,184,55,128,3
27,3,LEFT,184,55,144,3
28,3,LEFT,184,55,160,3
29,1,FIRE,184,55,176,3
30,2,RIGHT,92,131,192,3
31,2,RIGHT,0,191,208,3
32,2,RIGHT,0,191,224,3
33,3,LEFT,80,166,240,3
34,3,LEFT,172,74,0,3
35,0,NOOP,172,63,16,3
36,1,FIRE,172,63,32,3
37,0,NOOP,172,63,48,3
38,0,NOOP,172,63,64,3
39,0,NOOP,172,63,80,3
40,1,FIRE,172,63,96,3
41,0,NOOP,172,63,112,3
42,1,FIRE,172,63,128,3
43,1,FIRE,172,63,144,3
44,3,LEFT,184,55,160,3
45,2,RIGHT,92,131,176,3
46,1,FIRE,92,142,192,3
47,0,NOOP,92,142,208,3
48,2,RIGHT,0,191,224,3
49,2,RIGHT,0,191,240,3
50,0,NOOP,0,191,0,3
51,3,LEFT,84,160,16,3
52,3,LEFT,178,68,32,3
53,3,LEFT,184,55,48,3
54,3,LEFT,184,55,64,3
55,2,RIGHT,92,131,80,3
56,2,RIGHT,0,191,96,3
57,0,NOOP,0,191,112,3
58,3,LEFT,92,154,128,3
59,3,LEFT,184,62,144,3
60,0,NOOP,184,55,160,3
61,2,RIGHT,92,131,176,3
62,2,RIGHT,0,191,192,3
63,0,NOOP,0,191,208,3
64,0,NOOP,0,191,224,3
65,3,LEFT,92,154,240,3
66,3,LEFT,184,62,0,3
67,3,LEFT,184,55,16,3
68,1,FIRE,184,55,32,3
69,3,LEFT,184,55,48,3
70,1,FIRE,184,55,64,3
71,1,FIRE,184,55,80,3
72,2,RIGHT,92,131,96,3
73,2,RIGHT,0,191,112,3
74,0,NOOP,0,191,128,3
75,0,NOOP,0,191,144,3
76,0,NOOP,0,191,160,3
77,0,NOOP,0,191,176,3
