frame,action_idx,action_label,paddle_x,ball_x,ball_y,lives
0,,(start),0,191,120,5
1,3,LEFT,84,160,136,5
2,3,LEFT,90,133,200,4
3,0,NOOP(refire),90,144,216,4
4,3,LEFT,182,62,232,4
5,0,NOOP,182,55,248,4
6,1,FIRE,182,55,8,4
7,1,FIRE,182,55,24,4
8,0,NOOP,182,55,40,4
9,2,RIGHT,102,121,56,4
10,2,RIGHT,12,191,72,4
11,2,RIGHT,0,191,88,4
12,3,LEFT,80,166,104,4
13,3,LEFT,172,74,120,4
14,0,NOOP,178,57,136,4
15,0,NOOP,178,57,152,4
16,3,LEFT,184,55,168,4
17,0,NOOP,184,55,184,4
18,3,LEFT,184,55,200,4
19,3,LEFT,184,55,216,4
20,0,NOOP,184,55,232,4
21,1,FIRE,184,55,248,4
22,2,RIGHT,92,131,8,4
23,2,RIGHT,0,191,24,4
24,3,LEFT,80,166,40,4
25,2,RIGHT,0,191,56,4
26,0,NOOP,0,191,72,4
27,1,FIRE,0,191,88,4
28,0,NOOP,0,191,104,4
29,0,NOOP,0,191,120,4
30,3,LEFT,80,166,136,4
31,3,LEFT,172,74,152,4
32,1,FIRE,172,63,168,4
33,3,LEFT,184,55,184,4
34,3,LEFT,184,55,200,4
35,3,LEFT,184,55,216,4
36,2,RIGHT,92,131,232,4
37,0,NOOP,92,142,248,4
38,1,FIRE,92,142,8,4
39,2,RIGHT,0,191,24,4
40,3,LEFT,0,191,88,3
41,0,NOOP(refire),0,191,104,3
42,0,NOOP,0,191,120,3
43,1,FIRE,0,191,136,3
44,3,LEFT,86,160,152,3
45,0,NOOP,86,149,168,3
46,0,NOOP,86,149,184,3
47,0,NOOP,86,149,200,3
48,3,LEFT,178,68,216,3
49,0,NOOP,184,55,232,3
50,2,RIGHT,92,131,248,3
51,0,NOOP,92,142,8,3
52,2,RIGHT,0,191,24,3
53,0,NOOP,0,191,40,3
54,2,RIGHT,0,191,56,3
55,0,NOOP,0,191,72,3
56,0,NOOP,0,191,88,3
57,1,FIRE,0,191,104,3
58,1,FIRE,0,191,120,3
59,3,LEFT,80,166,136,3
60,0,NOOP,80,155,152,3
61,3,LEFT,172,74,168,3
62,3,LEFT,184,55,184,3
63,1,FIRE,184,55,200,3
64,1,FIRE,184,55,216,3
65,1,FIRE,184,55,232,3
66,2,RIGHT,114,109,248,3
67,3,LEFT,184,62,8,3
68,0,NOOP,184,55,24,3
69,2,RIGHT,92,131,40,3
70,2,RIGHT,0,191,56,3
71,2,RIGHT,0,191,72,3
72,3,LEFT,84,160,88,3
73,3,LEFT,178,68,104,3
74,1,FIRE,178,57,120,3
75,1,FIRE,178,57,136,3
76,0,NOOP,178,57,152,3
77,2,RIGHT,84,139,168,3
78,2,RIGHT,0,191,184,3
79,2,RIGHT,0,191,200,3
80,1,FIRE,0,191,216,3
81,0,NOOP,0,191,232,3
82,3,LEFT,84,160,248,3
83,0,NOOP,84,151,8,3
84,1,FIRE,84,151,24,3
85,3,LEFT,172,74,40,3
86,3,LEFT,184,55,56,3
87,3,LEFT,184,55,72,3
88,0,NOOP,184,55,88,3
89,1,FIRE,184,55,104,3
90,1,FIRE,184,55,120,3
91,2,RIGHT,98,126,136,3
92,2,RIGHT,0,191,152,3
93,0,NOOP,0,191,168,3
94,0,NOOP,0,191,184,3
95,0,NOOP,0,191,200,3
96,3,LEFT,98,148,216,3
97,0,NOOP,98,137,232,3
98,2,RIGHT,0,191,248,3
99,0,NOOP,0,191,8,3
100,1,FIRE,0,191,24,3
101,3,LEFT,98,148,40,3
102,0,NOOP,104,131,56,3
103,3,LEFT,184,56,72,3
104,0,NOOP,184,55,88,3
105,3,LEFT,184,55,104,3
106,3,LEFT,184,55,120,3
107,3,LEFT,184,55,136,3
108,1,FIRE,184,55,152,3
109,2,RIGHT,92,131,168,3
110,0,NOOP,86,148,184,3
111,0,NOOP,86,148,200,3
112,0,NOOP,86,148,216,3
113,1,FIRE,86,148,232,3
114,3,LEFT,178,68,248,3
115,3,LEFT,184,55,8,3
116,2,RIGHT,98,126,24,3
117,1,FIRE,92,142,40,3
118,3,LEFT,184,62,56,3
119,3,LEFT,184,55,72,3
120,0,NOOP,184,55,88,3
121,0,NOOP,184,55,104,3
122,2,RIGHT,98,126,120,3
123,3,LEFT,178,68,136,3
124,3,LEFT,92,131,200,2
125,0,NOOP(refire),92,142,216,2
126,3,LEFT,184,62,232,2
127,3,LEFT,184,55,248,2
128,3,LEFT,184,55,8,2
129,1,FIRE,184,55,24,2
130,2,RIGHT,92,131,40,2
131,2,RIGHT,0,191,56,2
132,2,RIGHT,0,191,72,2
133,0,NOOP,0,191,88,2
134,0,NOOP,0,191,104,2
135,2,RIGHT,0,191,120,2
136,3,LEFT,84,160,136,2
137,0,NOOP,84,151,152,2
138,0,NOOP,84,151,168,2
139,3,LEFT,178,68,184,2
140,2,RIGHT,84,139,200,2
